Unnamed: 0,Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Total_Amount,Discount_Applied,Tax_Amount,Final_Payment,Service_Time,Booking_Time
8496,8497,333,827,4,18-10-2015,27-10-2015,47,Confirmed,Pending,2478.26,279.27,446.09,2645.08,22:14:42,22:38:47
14370,14371,582,827,4,26-10-2015,01-11-2015,47,Cancelled,Refunded,1080.83,166.66,194.55,1108.72,18:35:48,12:19:52
17235,17236,690,828,4,06-04-2013,13-04-2013,38,Cancelled,Pending,3411.3,105.23,614.03,3920.1,04:26:35,18:22:18
25177,25178,1017,828,4,07-04-2013,17-04-2013,38,Completed,Failed,1851.85,297.15,333.33,1888.03,19:53:34,02:02:03
22655,22656,916,828,4,14-04-2013,20-04-2013,38,Confirmed,Failed,4071.21,446.67,732.82,4357.36,23:24:47,17:15:49
17673,17674,707,828,4,15-04-2013,24-04-2013,38,Cancelled,Pending,2549.03,343.28,458.83,2664.58,19:23:37,22:35:10
10048,10049,405,828,4,24-04-2013,28-04-2013,38,Cancelled,Pending,930.16,21.9,167.43,1075.69,09:02:17,07:42:54
32789,32790,1336,828,4,27-04-2013,30-04-2013,38,Completed,Refunded,3971.69,386.56,714.9,4300.03,09:45:23,15:58:04
25191,25192,1017,828,4,27-04-2013,02-05-2013,38,Completed,Pending,1301.99,185.25,234.36,1351.1,20:02:42,13:51:10
17652,17653,707,828,4,27-04-2013,03-05-2013,38,Cancelled,Pending,4885.09,726.73,879.32,5037.68,05:36:14,20:26:35
10036,10037,405,828,4,03-05-2013,05-05-2013,38,Completed,Paid,2565.56,335.56,461.8,2691.8,17:19:55,22:03:14
7141,7142,283,828,4,26-04-2013,06-05-2013,38,Completed,Pending,932.29,170.05,167.81,930.05,19:28:28,13:38:06
19391,19392,784,829,4,03-08-2016,06-08-2016,16,Cancelled,Paid,1584.22,231.74,285.16,1637.64,23:58:56,05:39:08
15660,15661,630,829,4,01-08-2016,10-08-2016,16,Confirmed,Pending,1777.06,74.32,319.87,2022.61,22:14:06,06:10:39
12928,12929,516,829,4,06-08-2016,15-08-2016,16,Completed,Paid,4860.79,698.96,874.94,5036.77,10:07:08,16:59:57
15553,15554,624,829,4,15-08-2016,20-08-2016,16,Cancelled,Pending,3980.2,721.48,716.44,3975.16,09:57:08,12:43:00
15649,15650,630,829,4,21-08-2016,23-08-2016,16,Cancelled,Failed,4755.06,685.32,855.91,4925.65,21:06:48,18:40:20
16726,16727,672,829,4,22-08-2016,28-08-2016,16,Confirmed,Failed,3032.95,168.54,545.93,3410.34,08:35:15,21:49:00
29915,29916,1218,829,4,26-08-2016,31-08-2016,16,Completed,Refunded,3843.75,182.98,691.88,4352.65,19:10:56,16:10:57
15556,15557,624,829,4,01-09-2016,04-09-2016,16,Completed,Failed,3663.64,436.18,659.46,3886.92,13:33:09,10:54:25
12917,12918,516,829,4,27-08-2016,05-09-2016,16,Completed,Failed,853.42,100.68,153.62,906.36,14:27:08,02:25:23
10807,10808,436,829,4,01-09-2016,08-09-2016,16,Confirmed,Failed,4414.04,38.31,794.53,5170.26,20:21:26,18:46:18
15665,15666,630,829,4,04-09-2016,09-09-2016,16,Confirmed,Paid,767.04,73.59,138.07,831.52,09:47:38,05:46:22
20237,20238,816,829,4,12-09-2016,14-09-2016,16,Confirmed,Paid,3527.34,162.23,634.92,4000.03,11:54:42,12:05:33
16215,16216,651,830,4,01-12-2022,06-12-2022,2,Cancelled,Failed,2822.83,468.72,508.11,2862.22,07:00:07,06:20:15
15993,15994,643,830,4,01-12-2022,07-12-2022,2,Confirmed,Pending,1440.46,89.92,259.28,1609.82,15:31:12,05:25:54
13379,13380,540,830,4,04-12-2022,11-12-2022,2,Completed,Refunded,1238.19,62.06,222.87,1399,22:36:24,08:22:54
24229,24230,976,830,4,05-12-2022,12-12-2022,2,Confirmed,Failed,1811.4,234.01,326.05,1903.44,20:22:43,05:15:47
26929,26930,1085,830,4,13-12-2022,17-12-2022,2,Confirmed,Pending,2974.79,558.95,535.46,2951.3,16:56:23,15:45:07
25415,25416,1027,830,4,16-12-2022,22-12-2022,2,Confirmed,Refunded,1309.83,165.7,235.77,1379.9,16:04:12,03:18:57
26923,26924,1085,830,4,18-12-2022,23-12-2022,2,Confirmed,Failed,3992.06,465.79,718.57,4244.84,04:13:58,15:29:44
19799,19800,801,830,4,14-12-2022,24-12-2022,2,Cancelled,Refunded,2956.25,543.11,532.12,2945.26,14:34:12,07:42:50
29054,29055,1183,830,4,22-12-2022,29-12-2022,2,Cancelled,Paid,2462.9,323.2,443.32,2583.02,04:17:32,19:37:49
25433,25434,1027,830,4,31-12-2022,02-01-2023,2,Completed,Failed,4212.97,674.27,758.33,4297.03,20:10:22,06:43:26
8912,8913,351,830,4,30-12-2022,05-01-2023,2,Completed,Pending,4817.83,832.35,867.21,4852.69,13:04:12,13:11:58
7676,7677,302,830,4,07-01-2023,09-01-2023,2,Completed,Failed,4346.95,326.11,782.45,4803.29,01:30:36,01:53:38
15111,15112,606,830,4,01-01-2023,11-01-2023,2,Cancelled,Refunded,4661.55,670.7,839.08,4829.93,20:45:04,05:12:10
24506,24507,988,831,4,17-05-2019,25-05-2019,11,Completed,Refunded,2732.3,10.23,491.81,3213.88,12:06:29,01:41:40
21820,21821,888,831,4,27-05-2019,29-05-2019,11,Confirmed,Paid,1731.2,111.09,311.62,1931.73,21:23:31,03:33:04
19855,19856,802,831,4,23-05-2019,30-05-2019,11,Confirmed,Failed,3325.22,630.5,598.54,3293.26,19:05:44,17:18:51
23825,23826,963,831,4,28-05-2019,02-06-2019,11,Completed,Refunded,815.85,98.97,146.85,863.73,21:07:33,13:10:20
11962,11963,482,831,4,03-06-2019,06-06-2019,11,Cancelled,Refunded,2054.46,398.49,369.8,2025.77,05:48:43,01:00:52
25664,25665,1036,831,4,03-06-2019,08-06-2019,11,Cancelled,Paid,1723.86,208.93,310.29,1825.22,22:38:19,14:59:37
24468,24469,988,831,4,05-06-2019,13-06-2019,11,Completed,Refunded,1232.6,152.48,221.87,1301.99,03:11:35,06:00:36
10461,10462,422,832,4,03-09-2017,10-09-2017,52,Cancelled,Pending,2109.42,26.11,379.7,2463.01,03:35:35,01:24:29
10456,10457,422,832,4,05-09-2017,15-09-2017,52,Confirmed,Failed,2134.64,289.63,384.24,2229.25,01:31:01,01:31:07
26465,26466,1063,832,4,13-09-2017,18-09-2017,52,Cancelled,Refunded,640.92,33.39,115.37,722.9,14:35:35,10:16:50
24432,24433,986,832,4,18-09-2017,23-09-2017,52,Completed,Pending,3386.97,75.37,609.65,3921.25,19:49:36,03:05:53
12690,12691,505,832,4,15-09-2017,25-09-2017,52,Cancelled,Pending,859.85,145.37,154.77,869.25,04:17:34,14:04:54
10964,10965,441,832,4,23-09-2017,28-09-2017,52,Cancelled,Pending,1840.66,332.39,331.32,1839.59,22:56:14,09:21:52
10438,10439,422,832,4,21-09-2017,29-09-2017,52,Cancelled,Refunded,1938.47,303.85,348.92,1983.54,07:55:06,15:38:56
12431,12432,495,833,4,08-02-2017,15-02-2017,41,Completed,Refunded,1326.67,259.85,238.8,1305.62,08:08:48,17:49:20
12441,12442,495,833,4,08-02-2017,17-02-2017,41,Completed,Failed,2123.14,267.52,382.17,2237.79,17:06:37,11:32:46
29016,29017,1182,833,4,12-02-2017,20-02-2017,41,Completed,Failed,631.54,8.15,113.68,737.07,20:31:06,08:02:39
32445,32446,1325,834,4,05-07-2014,11-07-2014,10,Completed,Paid,1467.02,264.17,264.06,1466.91,17:04:28,06:31:39
2937,2938,123,834,4,06-07-2014,16-07-2014,10,Cancelled,Refunded,826.13,36.2,148.7,938.63,22:21:38,14:35:16
5972,5973,242,834,4,15-07-2014,20-07-2014,10,Completed,Pending,1708.73,287.57,307.57,1728.73,04:18:53,12:46:16
6440,6441,259,834,4,14-07-2014,21-07-2014,10,Cancelled,Refunded,1278.28,40.01,230.09,1468.36,12:20:43,17:51:41
15641,15642,629,834,4,20-07-2014,26-07-2014,10,Completed,Pending,701.39,16.91,126.25,810.73,17:45:45,05:42:55
12754,12755,510,834,4,24-07-2014,27-07-2014,10,Cancelled,Refunded,3349.63,658.25,602.93,3294.31,10:15:21,09:38:43
21680,21681,882,834,4,23-07-2014,31-07-2014,10,Confirmed,Failed,4633.38,137.06,834.01,5330.33,09:28:30,16:20:10
8739,8740,343,834,4,30-07-2014,03-08-2014,10,Confirmed,Paid,2591.88,401.63,466.54,2656.79,00:01:16,13:06:30
31287,31288,1271,834,4,01-08-2014,08-08-2014,10,Completed,Failed,4994.39,141.48,898.99,5751.9,23:31:52,12:47:47
4674,4675,192,834,4,09-08-2014,11-08-2014,10,Completed,Paid,3768.4,18.06,678.31,4428.65,14:23:59,08:35:20
8724,8725,343,834,4,06-08-2014,15-08-2014,10,Cancelled,Failed,998.61,47.92,179.75,1130.44,22:05:14,23:13:20
13717,13718,554,835,4,02-11-2019,05-11-2019,51,Cancelled,Refunded,4476.39,67.25,805.75,5214.89,07:18:53,15:33:30
29837,29838,1215,835,4,07-11-2019,09-11-2019,51,Cancelled,Paid,3041.38,172.94,547.45,3415.89,21:43:49,11:27:34
28420,28421,1153,835,4,09-11-2019,11-11-2019,51,Cancelled,Failed,2302.81,204.69,414.51,2512.63,16:54:56,21:10:06
29816,29817,1215,835,4,06-11-2019,14-11-2019,51,Confirmed,Pending,2198.38,1.84,395.71,2592.25,02:22:54,08:16:11
28411,28412,1153,835,4,07-11-2019,17-11-2019,51,Completed,Pending,1053.98,63.13,189.72,1180.57,15:04:14,22:04:46
28398,28399,1153,835,4,16-11-2019,22-11-2019,51,Confirmed,Refunded,1744.97,341.22,314.09,1717.84,13:58:19,22:31:29
19701,19702,796,835,4,19-11-2019,26-11-2019,51,Cancelled,Paid,940.72,79.71,169.33,1030.34,14:43:58,11:15:33
11355,11356,456,835,4,21-11-2019,28-11-2019,51,Cancelled,Pending,3340.69,273.27,601.32,3668.74,03:06:18,12:51:54
29817,29818,1215,835,4,24-11-2019,02-12-2019,51,Confirmed,Pending,3798.62,51.5,683.75,4430.87,01:48:27,08:03:22
2207,2208,91,835,4,02-12-2019,05-12-2019,51,Completed,Paid,1896.7,332.23,341.41,1905.88,16:20:08,08:06:42
28403,28404,1153,835,4,02-12-2019,10-12-2019,51,Confirmed,Refunded,3430.47,218.08,617.48,3829.87,01:09:38,22:09:25
3857,3858,158,835,4,04-12-2019,13-12-2019,51,Cancelled,Failed,3239.27,298.88,583.07,3523.46,19:06:52,02:40:49
23933,23934,967,835,4,15-12-2019,17-12-2019,51,Confirmed,Pending,4338.1,158.72,780.86,4960.24,10:23:05,18:52:45
12462,12463,497,836,4,29-09-2021,05-10-2021,36,Confirmed,Failed,3568.54,487.86,642.34,3723.02,08:03:24,07:12:30
12467,12468,497,836,4,30-09-2021,10-10-2021,36,Cancelled,Refunded,4542.25,135.69,817.61,5224.17,20:52:16,19:28:22
3741,32916,152,836,4,07-10-2021,15-10-2021,36,Confirmed,Pending,2352.72,242.68,423.49,2533.53,08:54:33,20:29:47
22702,22703,918,836,4,08-10-2021,18-10-2021,36,Completed,Pending,1958.82,185.64,352.59,2125.77,23:04:45,09:16:35
25216,25217,1018,836,4,12-10-2021,20-10-2021,36,Cancelled,Failed,4243.98,261.08,763.92,4746.82,17:40:57,05:16:27
3709,3710,152,836,4,17-10-2021,21-10-2021,36,Completed,Failed,1284.1,12.19,231.14,1503.05,17:44:51,17:33:51
22694,22695,918,836,4,20-10-2021,26-10-2021,36,Cancelled,Refunded,2144.39,28.25,385.99,2502.13,09:44:12,14:27:23
18956,18957,767,836,4,22-10-2021,27-10-2021,36,Cancelled,Paid,531.3,47.01,95.63,579.92,20:51:05,16:38:27
22668,22669,918,836,4,22-10-2021,28-10-2021,36,Cancelled,Paid,3308.18,314.35,595.47,3589.3,01:20:43,21:34:26
25573,25574,1033,836,4,27-10-2021,02-11-2021,36,Cancelled,Pending,2000.71,56.83,360.13,2304.01,05:30:17,10:48:44
6802,6803,272,836,4,02-11-2021,05-11-2021,36,Confirmed,Paid,591.82,57.27,106.53,641.08,13:51:33,12:46:44
11472,11473,462,837,4,07-04-2015,16-04-2015,54,Completed,Failed,2049.09,335.8,368.84,2082.13,06:36:14,19:52:15
9783,9784,393,837,4,14-04-2015,19-04-2015,54,Confirmed,Refunded,4197.14,364.35,755.49,4588.28,23:53:37,06:33:11
11295,11296,453,837,4,17-04-2015,22-04-2015,54,Completed,Pending,662.66,74.45,119.28,707.49,14:34:48,04:27:29
20677,20678,837,837,4,17-04-2015,25-04-2015,54,Completed,Paid,2336.15,432.18,420.51,2324.48,13:30:12,07:07:18
11486,11487,462,837,4,20-04-2015,27-04-2015,54,Confirmed,Failed,4544.69,517.3,818.04,4845.43,08:49:12,06:58:11
23677,23678,958,837,4,23-04-2015,29-04-2015,54,Completed,Failed,4536.56,53.97,816.58,5299.17,03:33:56,23:19:44
16985,16986,682,837,4,30-04-2015,04-05-2015,54,Confirmed,Failed,3739.52,409.2,673.11,4003.43,05:22:18,21:14:35
19902,19903,804,837,4,01-05-2015,07-05-2015,54,Completed,Failed,2334.98,436.73,420.3,2318.55,10:02:28,11:50:48
11296,11297,453,837,4,04-05-2015,12-05-2015,54,Completed,Refunded,584.02,98.43,105.12,590.71,07:32:22,04:50:17
19909,19910,804,837,4,11-05-2015,15-05-2015,54,Completed,Pending,4088.53,612.97,735.94,4211.5,06:27:58,18:23:42
18024,18025,722,837,4,09-05-2015,18-05-2015,54,Cancelled,Refunded,674.64,52.12,121.44,743.96,14:03:48,16:17:15
3316,3317,140,837,4,12-05-2015,21-05-2015,54,Confirmed,Refunded,2825.3,222.13,508.55,3111.72,20:01:02,12:51:03
16231,16232,653,837,4,20-05-2015,24-05-2015,54,Confirmed,Failed,2020.03,381.45,363.61,2002.19,00:19:36,06:08:39
16989,16990,682,837,4,24-05-2015,28-05-2015,54,Cancelled,Paid,2825.82,437.39,508.65,2897.08,15:28:00,03:09:39
11888,11889,478,838,4,26-01-2023,04-02-2023,7,Completed,Pending,2387.81,118.36,429.81,2699.26,00:35:54,00:21:40
21900,21901,891,838,4,01-02-2023,05-02-2023,7,Confirmed,Pending,2676.28,64,481.73,3094.01,03:41:15,08:52:01
32294,32295,1318,838,4,05-02-2023,09-02-2023,7,Confirmed,Paid,880.7,40.94,158.53,998.29,05:55:09,08:57:19
10870,10871,437,838,4,07-02-2023,12-02-2023,7,Cancelled,Pending,2587.68,248.49,465.78,2804.97,02:10:28,00:17:27
10842,10843,437,838,4,09-02-2023,14-02-2023,7,Cancelled,Paid,2625.64,176.22,472.62,2922.04,15:08:51,20:41:41
15949,15950,641,839,4,08-10-2024,17-10-2024,17,Completed,Paid,2565.28,510.02,461.75,2517.01,00:39:25,07:41:44
22780,22781,921,839,4,17-10-2024,22-10-2024,17,Confirmed,Refunded,1925.48,135.21,346.59,2136.86,17:31:20,14:56:44
15720,15721,634,839,4,21-10-2024,25-10-2024,17,Cancelled,Paid,1786.1,291.17,321.5,1816.43,20:30:51,10:55:13
10295,10296,415,839,4,24-10-2024,29-10-2024,17,Confirmed,Failed,509.71,37.78,91.75,563.68,15:21:54,07:07:16
22440,22441,910,839,4,25-10-2024,31-10-2024,17,Completed,Refunded,2506.02,44.88,451.08,2912.22,00:06:38,20:26:16
15459,15460,618,839,4,31-10-2024,04-11-2024,17,Confirmed,Refunded,4880.48,313.5,878.49,5445.47,12:49:30,21:18:59
11132,11133,447,839,4,29-10-2024,08-11-2024,17,Confirmed,Pending,3532.35,566.56,635.82,3601.61,00:33:51,15:13:22
11589,11590,467,839,4,04-11-2024,11-11-2024,17,Confirmed,Failed,723.29,83.44,130.19,770.04,00:42:43,19:22:20
10293,10294,415,839,4,04-11-2024,14-11-2024,17,Confirmed,Pending,2914.26,329.87,524.57,3108.96,18:21:25,22:31:07
29750,29751,1212,840,4,04-12-2013,12-12-2013,8,Completed,Paid,3258.17,629.02,586.47,3215.62,10:33:43,09:58:09
12836,12837,512,840,4,05-12-2013,14-12-2013,8,Completed,Failed,4486.38,694.29,807.55,4599.64,10:48:12,22:25:06
3107,3108,130,840,4,08-12-2013,16-12-2013,8,Cancelled,Paid,1335.56,135.14,240.4,1440.82,23:20:27,01:56:06
23740,32982,960,840,4,19-12-2013,21-12-2013,8,Confirmed,Paid,2750.26,7.47,495.05,3237.84,04:40:03,22:15:34
27691,27692,1118,840,4,13-12-2013,22-12-2013,8,Confirmed,Refunded,3857.95,288.98,694.43,4263.4,23:59:04,20:34:51
14718,14719,594,840,4,15-12-2013,25-12-2013,8,Completed,Refunded,4585.81,112.08,825.45,5299.18,22:00:53,00:09:29
27633,27634,1116,840,4,23-12-2013,26-12-2013,8,Completed,Pending,4498.73,510.62,809.77,4797.88,09:05:11,09:32:35
24450,24451,987,840,4,26-12-2013,30-12-2013,8,Confirmed,Pending,3129.51,456.62,563.31,3236.2,12:59:17,21:27:47
28055,28056,1137,840,4,31-12-2013,02-01-2014,8,Completed,Refunded,553.38,13.93,99.61,639.06,10:54:15,03:10:44
29745,29746,1212,840,4,28-12-2013,06-01-2014,8,Cancelled,Pending,4098.74,533.14,737.77,4303.37,03:04:47,01:56:31
25326,25327,1022,840,4,31-12-2013,10-01-2014,8,Cancelled,Refunded,4926.54,902.82,886.78,4910.5,13:44:57,08:26:34
6035,6036,245,840,4,06-01-2014,13-01-2014,8,Confirmed,Failed,4204.77,813.4,756.86,4148.23,01:34:24,05:00:04
27674,27675,1118,840,4,11-01-2014,15-01-2014,8,Confirmed,Failed,2619.69,9.25,471.54,3081.98,08:40:03,22:05:34
5839,5840,238,840,4,18-01-2014,20-01-2014,8,Cancelled,Refunded,760.08,33.64,136.81,863.25,11:03:57,22:27:58
6484,6485,260,840,4,16-01-2014,25-01-2014,8,Cancelled,Paid,4513.92,822.38,812.51,4504.05,21:30:19,18:23:51
3111,3112,130,840,4,25-01-2014,28-01-2014,8,Confirmed,Failed,2689.89,80.02,484.18,3094.05,16:00:56,16:52:25
23736,23737,960,840,4,21-01-2014,29-01-2014,8,Confirmed,Failed,4153.18,51.82,747.57,4848.93,15:29:28,09:20:36
9422,9423,377,840,4,23-01-2014,02-02-2014,8,Cancelled,Failed,3356.3,375.1,604.13,3585.33,10:13:06,21:32:04
14719,14720,594,840,4,03-02-2014,07-02-2014,8,Confirmed,Paid,3608.36,384.26,649.5,3873.6,16:14:07,03:05:53
6464,6465,260,840,4,07-02-2014,11-02-2014,8,Completed,Pending,1918.98,319.74,345.42,1944.66,11:12:21,13:33:04
14055,14056,567,840,4,04-02-2014,14-02-2014,8,Completed,Paid,1343.62,239.04,241.85,1346.43,17:52:07,04:52:26
30106,30107,1224,840,4,14-02-2014,18-02-2014,8,Confirmed,Refunded,4209.32,516.42,757.68,4450.58,16:07:23,00:59:32
5454,5455,223,840,4,12-02-2014,22-02-2014,8,Cancelled,Paid,3559.97,39.68,640.79,4161.08,07:05:16,18:11:44
27628,27629,1116,840,4,20-02-2014,27-02-2014,8,Completed,Failed,537.98,45.67,96.84,589.15,09:09:50,19:00:40
14062,14063,567,840,4,22-02-2014,01-03-2014,8,Cancelled,Paid,2397.53,237.82,431.56,2591.27,23:12:12,19:05:44
25306,25307,1022,840,4,21-02-2014,02-03-2014,8,Cancelled,Paid,3372.2,240.97,607,3738.23,00:57:10,20:15:14
6468,6469,260,840,4,27-02-2014,07-03-2014,8,Confirmed,Pending,507.2,25.24,91.3,573.26,20:49:12,10:10:24
6027,6028,245,840,4,06-03-2014,10-03-2014,8,Cancelled,Pending,2509.25,35.4,451.66,2925.51,01:03:36,11:20:39
30094,30095,1224,840,4,03-03-2014,12-03-2014,8,Completed,Refunded,4082.96,361.32,734.93,4456.57,20:27:01,11:20:01
27053,27054,1093,841,4,02-05-2014,06-05-2014,48,Completed,Refunded,4812.44,519.11,866.24,5159.57,05:58:07,05:31:26
8975,8976,354,841,4,04-05-2014,11-05-2014,48,Cancelled,Pending,2452.14,372.06,441.39,2521.47,06:18:21,08:07:52
26,27,0,841,4,05-05-2014,15-05-2014,48,Completed,Failed,1994.69,213.21,359.04,2140.52,20:28:01,12:34:12
12,13,0,841,4,10-05-2014,18-05-2014,48,Cancelled,Failed,2114.07,58.33,380.53,2436.27,11:51:46,15:49:14
21647,21648,881,841,4,19-05-2014,21-05-2014,48,Cancelled,Refunded,4086.91,795.8,735.64,4026.75,22:26:15,12:12:55
13114,13115,523,841,4,14-05-2014,23-05-2014,48,Cancelled,Pending,3192.24,40.17,574.6,3726.67,22:43:51,23:27:31
12606,12607,502,841,4,18-05-2014,24-05-2014,48,Confirmed,Paid,1236.72,194.86,222.61,1264.47,12:13:02,16:05:20
6593,6594,265,841,4,20-05-2014,26-05-2014,48,Confirmed,Pending,4778.3,283.24,860.09,5355.15,01:09:17,04:27:06
29197,29198,1190,841,4,26-05-2014,29-05-2014,48,Confirmed,Refunded,4106.97,210.56,739.25,4635.66,06:34:51,16:38:24
3523,3524,147,841,4,25-05-2014,30-05-2014,48,Confirmed,Pending,2227.53,124.02,400.96,2504.47,05:53:17,07:07:20
8006,8007,315,841,4,27-05-2014,04-06-2014,48,Completed,Failed,1415.07,71.04,254.71,1598.74,23:25:36,12:52:29
22354,22355,908,842,4,23-10-2016,28-10-2016,34,Completed,Paid,3284.19,238.08,591.15,3637.26,19:57:33,15:05:15
14465,14466,584,842,4,25-10-2016,30-10-2016,34,Confirmed,Paid,584.79,59.57,105.26,630.48,12:33:19,04:46:07
22332,22333,908,842,4,27-10-2016,01-11-2016,34,Completed,Paid,4506.41,133.58,811.15,5183.98,10:56:19,13:03:22
14478,14479,584,842,4,02-11-2016,06-11-2016,34,Confirmed,Failed,2554.67,142.56,459.84,2871.95,22:51:18,15:34:59
5893,5894,239,842,4,31-10-2016,09-11-2016,34,Cancelled,Pending,2967.93,116.39,534.23,3385.77,01:13:41,19:31:23
30726,30727,1247,842,4,03-11-2016,11-11-2016,34,Cancelled,Paid,1433.62,149.83,258.05,1541.84,20:41:58,14:10:50
20074,20075,810,842,4,02-11-2016,12-11-2016,34,Cancelled,Failed,4771.99,747.86,858.96,4883.09,14:41:10,07:13:30
22326,22327,908,842,4,13-11-2016,17-11-2016,34,Confirmed,Refunded,2057.2,331.29,370.3,2096.21,13:36:12,03:44:56
20076,20077,810,842,4,16-11-2016,20-11-2016,34,Completed,Failed,4534.76,52.38,816.26,5298.64,18:05:53,04:40:23
25912,25913,1046,842,4,19-11-2016,22-11-2016,34,Completed,Pending,2093.01,21.35,376.74,2448.4,01:02:52,03:46:37
24158,24159,974,842,4,23-11-2016,27-11-2016,34,Confirmed,Pending,3697.9,428.6,665.62,3934.92,15:42:40,16:37:28
27395,27396,1106,842,4,20-11-2016,30-11-2016,34,Confirmed,Pending,2697.05,331.38,485.47,2851.14,18:02:01,18:29:45
14454,14455,584,842,4,26-11-2016,01-12-2016,34,Cancelled,Refunded,3798.88,67.79,683.8,4414.89,01:24:13,12:44:33
31698,31699,1290,842,4,26-11-2016,04-12-2016,34,Completed,Paid,907.82,67.21,163.41,1004.02,23:47:25,09:54:27
31693,31694,1290,842,4,03-12-2016,08-12-2016,34,Cancelled,Failed,4229.08,222.24,761.23,4768.07,14:33:17,21:51:53
31701,31702,1290,842,4,05-12-2016,10-12-2016,34,Completed,Pending,999.13,85.58,179.84,1093.39,00:45:42,13:32:19
30731,30732,1247,842,4,09-12-2016,13-12-2016,34,Confirmed,Paid,2817.8,38.96,507.2,3286.04,05:37:32,00:32:58
9494,9495,381,842,4,12-12-2016,14-12-2016,34,Completed,Pending,4863.19,580.36,875.37,5158.2,09:28:15,19:27:28
4820,4821,198,842,4,06-12-2016,15-12-2016,34,Cancelled,Paid,2695.03,290.27,485.11,2889.87,05:32:36,16:25:10
12238,12239,491,842,4,18-12-2016,20-12-2016,34,Completed,Paid,3233.85,446.05,582.09,3369.89,05:41:16,18:31:51
20090,20091,810,842,4,13-12-2016,22-12-2016,34,Cancelled,Pending,4305.15,558.94,774.93,4521.14,11:42:26,08:57:23
13757,13758,557,842,4,21-12-2016,27-12-2016,34,Confirmed,Refunded,2894.31,164.95,520.98,3250.34,10:27:22,12:26:10
28019,28020,1135,843,4,02-11-2014,09-11-2014,24,Cancelled,Pending,2787.48,502.7,501.75,2786.53,16:05:15,19:15:24
5046,5047,205,843,4,07-11-2014,14-11-2014,24,Completed,Paid,3003.57,328.85,540.64,3215.36,19:15:11,07:19:44
3686,3687,151,843,4,09-11-2014,19-11-2014,24,Cancelled,Pending,956.11,36.43,172.1,1091.78,20:05:42,00:59:22
11939,11940,481,843,4,16-11-2014,20-11-2014,24,Cancelled,Pending,1477.45,263.47,265.94,1479.92,20:47:54,21:42:37
1931,1932,80,843,4,19-11-2014,22-11-2014,24,Cancelled,Failed,1556.01,127.78,280.08,1708.31,07:12:37,15:00:08
26811,26812,1080,843,4,19-11-2014,23-11-2014,24,Cancelled,Paid,1923.45,111.16,346.22,2158.51,20:00:04,16:36:10
1936,1937,80,843,4,21-11-2014,28-11-2014,24,Cancelled,Paid,2849.26,506.43,512.87,2855.7,01:00:35,09:22:07
5020,5021,205,843,4,22-11-2014,01-12-2014,24,Confirmed,Refunded,997.73,176.6,179.59,1000.72,14:46:37,13:04:17
8601,8602,337,844,4,08-06-2019,17-06-2019,40,Cancelled,Refunded,4092.41,692.05,736.63,4136.99,20:38:17,08:55:10
10257,10258,414,844,4,10-06-2019,19-06-2019,40,Cancelled,Refunded,3960.71,631.13,712.93,4042.51,11:32:56,18:59:40
20338,20339,820,844,4,16-06-2019,24-06-2019,40,Cancelled,Failed,1475.33,235.47,265.56,1505.42,21:26:17,09:00:09
24989,24990,1007,844,4,23-06-2019,28-06-2019,40,Cancelled,Pending,1008.52,106.65,181.53,1083.4,13:42:00,02:51:38
20322,20323,820,844,4,22-06-2019,30-06-2019,40,Completed,Pending,782.03,79.51,140.77,843.29,00:36:05,03:34:58
13535,13536,545,844,4,25-06-2019,05-07-2019,40,Completed,Failed,3575,452.01,643.5,3766.49,15:48:30,15:25:55
7039,7040,280,844,4,01-07-2019,08-07-2019,40,Cancelled,Refunded,3023.32,210.04,544.2,3357.48,13:19:14,21:17:24
11681,11682,471,844,4,07-07-2019,10-07-2019,40,Completed,Paid,2748.05,417.93,494.65,2824.77,20:44:21,15:16:23
20794,20795,844,844,4,06-07-2019,14-07-2019,40,Cancelled,Paid,3390.36,200.38,610.26,3800.24,11:55:48,23:59:30
7533,7534,295,844,4,12-07-2019,16-07-2019,40,Cancelled,Pending,1555.69,128.89,280.02,1706.82,15:17:16,12:57:22
20809,20810,844,844,4,18-07-2019,20-07-2019,40,Confirmed,Failed,1781.56,139.69,320.68,1962.55,00:25:39,17:05:43
32536,32537,1328,844,4,19-07-2019,23-07-2019,40,Completed,Paid,1725.47,0.97,310.58,2035.08,23:22:19,20:40:29
7515,7516,295,844,4,24-07-2019,27-07-2019,40,Completed,Refunded,3962.9,789.09,713.32,3887.13,11:07:46,10:38:43
16267,16268,656,844,4,23-07-2019,01-08-2019,40,Confirmed,Refunded,2512.28,473.84,452.21,2490.65,12:28:10,19:53:54
29725,29726,1209,845,4,21-09-2017,24-09-2017,21,Cancelled,Paid,973.28,133.79,175.19,1014.68,13:22:00,21:49:11
26701,26702,1074,845,4,19-09-2017,28-09-2017,21,Confirmed,Refunded,2224.84,408.13,400.47,2217.18,20:41:56,23:32:28
23466,23467,950,845,4,24-09-2017,29-09-2017,21,Completed,Pending,581.49,85.35,104.67,600.81,11:50:26,16:38:58
26685,26686,1074,845,4,27-09-2017,30-09-2017,21,Cancelled,Failed,1007.97,92.74,181.43,1096.66,17:26:42,08:50:46
