performance_review_id,average_rating,customer_feedback_score,total_reviews,completion_rate,cancellation_rate,response_time,no_show_rate
497,4.4,87.55,3,79.52,5.92,23.05,2.18
498,3.6,73.68,1,84.22,9.39,24.03,2.87
499,5.0,103.37,5,82.8,7.8,21.71,2.88
500,5.0,96.7,4,89.63,8.32,21.63,2.47
501,4.5,85.19,4,80.46,6.55,18.07,3.78
502,4.3,88.79,3,81.66,9.61,19.83,2.26
503,4.0,81.1,2,82.47,5.82,24.92,4.75
504,4.7,96.0,4,85.2,8.49,19.21,2.99
505,4.5,93.38,4,81.92,7.78,18.57,2.46
506,3.7,77.03,1,79.34,9.33,25.91,4.35
507,4.9,102.61,5,89.28,8.14,19.13,2.47
508,4.7,94.36,4,87.69,8.47,20.15,2.57
509,4.9,97.88,5,82.72,4.58,17.52,2.77
510,4.6,91.02,4,87.97,8.45,21.57,1.52
511,4.4,84.54,3,80.03,4.9,21.71,3.36
512,4.1,82.73,3,83.43,10.14,20.84,3.6
513,4.9,95.77,5,84.6,6.85,18.44,2.04
514,4.8,100.21,5,87.38,3.63,20.38,2.28
515,3.6,72.83,0,78.11,10.8,27.15,6.33
516,3.5,70.93,0,84.85,10.48,27.52,6.27
517,4.1,80.55,2,81.1,8.77,21.33,4.32
518,4.7,89.52,4,83.42,5.15,21.61,3.47
519,5.0,95.32,5,85.28,4.1,20.65,0.17
520,3.7,73.23,1,84.96,10.98,26.05,5.58
521,4.4,83.85,3,85.86,5.84,21.82,3.14
522,4.1,83.07,2,85.31,7.88,19.66,3.07
523,5.0,103.81,5,91.68,6.67,20.57,0.56
524,4.8,99.83,4,90.62,3.58,17.44,0.7
525,4.8,97.59,4,88.89,6.67,17.5,0.58
526,4.2,81.11,3,80.48,8.44,22.83,2.25
527,4.1,85.63,3,86.43,9.31,25.5,1.92
528,3.9,81.86,2,79.04,8.02,21.86,5.13
529,3.6,68.97,1,82.93,9.39,25.47,3.79
530,4.8,98.37,5,88.36,5.08,18.62,1.87
531,4.7,91.87,4,88.59,8.25,22.59,3.89
532,5.0,103.03,5,87.83,3.28,19.56,0.46
533,5.0,104.97,5,88.89,8.28,17.24,3.34
534,4.3,81.3,3,88.53,8.41,20.37,3.96
535,4.7,97.97,4,82.01,8.72,19.79,1.97
536,4.9,99.23,5,85.09,5.36,17.13,0.67
537,4.8,100.73,4,87.61,5.09,17.27,0.77
538,3.9,77.65,2,86.64,11.2,24.48,3.54
539,4.2,87.47,3,79.46,5.49,21.64,2.16
540,3.7,69.62,1,76.23,7.1,25.56,3.67
541,4.9,96.35,5,82.56,4.6,17.06,0.41
542,4.4,83.67,3,80.02,10.06,22.06,3.58
543,3.8,80.75,2,85.58,9.9,23.46,2.98
544,4.5,93.17,4,87.21,7.33,18.35,4.03
545,4.4,91.53,3,86.27,8.53,21.67,2.07
546,4.0,84.38,2,82.73,8.0,20.5,5.19
547,3.7,69.85,1,83.82,10.95,26.17,3.36
548,4.5,88.86,4,81.56,6.36,21.79,3.89
549,4.3,81.71,3,82.92,9.56,22.14,2.73
550,4.7,91.11,4,85.9,5.0,18.0,2.93
551,4.3,83.29,3,80.1,6.27,20.52,1.55
552,4.8,95.69,5,85.7,6.23,19.76,2.38
553,4.3,83.69,3,82.17,7.18,22.6,1.99
554,4.3,82.01,3,79.36,8.49,19.9,3.35
555,4.8,92.67,5,82.87,5.29,16.85,0.97
556,4.1,78.47,3,85.64,6.58,21.67,3.55
557,3.7,78.73,1,76.18,9.22,24.1,3.04
558,3.5,72.59,0,84.34,10.37,23.11,3.88
559,4.6,96.68,4,81.36,4.56,20.55,3.18
560,4.4,87.4,3,87.49,7.64,20.43,5.11
561,4.6,89.78,4,89.49,5.62,20.33,2.6
562,3.8,78.98,2,85.91,8.45,22.88,5.15
563,3.7,72.26,1,84.67,8.08,24.97,4.76
564,3.5,67.99,0,77.88,12.59,22.26,4.99
565,4.0,77.33,2,80.83,9.6,21.03,2.26
566,4.4,84.3,3,83.77,5.87,21.0,1.78
567,4.1,79.56,2,79.39,9.07,21.74,5.33
568,4.2,82.55,3,78.72,9.99,21.55,3.24
569,4.9,99.74,5,90.69,5.21,21.22,2.66
570,4.0,75.63,1,83.04,10.48,25.32,4.11
571,4.3,83.11,3,85.09,5.53,20.29,2.92
572,4.7,97.09,4,90.27,8.34,22.22,2.15
573,4.1,78.47,2,84.65,8.44,22.35,4.02
574,4.4,86.43,3,86.41,5.64,20.04,1.76
575,4.8,99.65,5,89.37,5.54,22.71,1.95
576,4.9,94.55,4,83.16,8.73,21.35,1.99
577,3.7,69.83,1,79.6,11.1,27.17,6.54
578,4.9,97.85,5,91.68,6.25,17.41,1.61
579,4.2,82.02,3,87.73,5.59,20.06,4.18
580,3.9,78.63,1,85.84,8.31,23.42,2.75
581,4.2,87.04,3,83.02,6.48,23.03,1.86
582,5.0,96.37,5,91.07,2.93,17.03,3.49
583,4.2,84.81,3,78.98,8.15,24.36,4.52
584,4.0,80.06,2,78.99,10.84,23.19,3.27
585,4.5,86.44,3,84.14,8.05,20.47,3.02
586,3.9,79.24,2,81.83,7.3,24.01,2.74
587,3.6,69.74,1,78.14,10.14,25.41,5.63
588,3.7,73.88,1,79.56,12.06,21.46,2.88
589,3.7,69.82,1,77.63,10.74,27.2,5.63
590,3.7,73.6,1,80.89,10.54,23.38,4.79
591,3.7,72.06,1,83.94,12.21,21.57,3.72
592,4.5,93.22,3,86.61,8.79,23.11,4.45
593,3.8,71.57,1,77.58,6.92,26.76,6.34
594,4.0,79.19,2,82.38,7.59,24.9,3.02
595,4.8,95.58,5,88.48,8.89,21.91,3.62
596,4.2,86.25,3,83.8,7.84,22.96,4.6
597,4.5,90.74,3,83.92,4.67,23.53,3.99
598,3.8,77.67,1,82.72,8.85,21.01,6.23
599,3.8,78.77,1,86.19,10.28,25.4,4.35
600,3.6,75.62,0,76.45,12.69,25.62,5.5
601,3.8,74.14,1,80.4,8.04,21.1,5.7
602,3.9,78.38,2,81.07,8.88,23.66,4.12
603,3.8,79.4,1,82.27,11.38,23.89,4.33
604,3.6,76.89,1,77.02,8.83,25.75,4.07
605,3.7,77.9,1,77.77,7.06,21.67,5.72
606,4.2,82.71,3,81.35,10.59,24.03,4.34
607,3.8,72.95,2,86.06,9.03,21.64,4.2
608,4.0,79.89,2,84.84,8.52,22.51,3.68
609,4.3,88.42,3,85.62,8.33,24.09,1.69
610,4.5,89.93,4,88.17,4.02,21.36,1.03
611,3.6,71.83,0,76.78,12.29,23.88,4.92
612,4.7,97.38,4,89.59,5.57,17.49,2.27
613,4.4,86.61,3,85.45,6.68,22.43,4.38
614,3.6,75.6,1,78.85,7.74,27.52,4.97
615,4.8,95.07,5,89.66,5.37,22.27,4.15
616,4.9,96.28,5,90.03,7.62,20.7,0.98
617,3.6,71.54,1,83.96,11.5,22.23,6.76
618,3.9,80.62,2,78.16,11.41,21.84,3.39
619,4.7,90.26,4,90.69,5.82,18.32,3.17
620,4.6,88.96,4,90.1,7.95,19.73,2.81
621,3.8,80.51,1,80.07,9.14,22.21,3.84
622,3.8,72.75,2,77.16,10.92,22.27,2.96
623,4.1,82.68,1,79.67,9.48,23.3,2.34
624,4.2,84.79,3,88.43,7.11,21.11,4.45
625,4.4,87.9,3,85.13,6.32,22.46,2.71
626,4.1,83.45,2,81.57,6.71,25.29,5.65
627,4.2,81.3,3,81.38,8.36,23.03,2.9
628,4.6,92.53,4,83.07,9.48,22.11,4.73
629,3.6,70.72,0,82.14,7.9,26.11,3.62
630,3.9,79.62,2,81.19,6.37,22.38,2.61
631,4.6,88.41,4,90.15,4.42,17.69,2.05
632,4.8,96.71,5,88.34,7.8,17.13,3.94
633,4.3,82.85,3,86.92,6.7,20.49,3.49
634,4.3,83.79,3,81.93,5.95,22.94,1.94
635,3.7,71.19,1,76.79,8.52,26.64,3.41
636,4.2,80.83,3,83.38,8.77,24.95,2.85
637,4.3,89.26,3,82.15,7.88,18.96,3.76
638,3.9,75.86,2,79.02,10.26,26.34,3.53
639,3.9,82.27,2,86.53,7.83,22.33,5.19
640,4.1,86.7,2,82.44,7.91,24.66,4.27
641,3.5,70.71,0,76.75,7.61,23.08,6.5
642,4.0,76.43,2,79.49,5.94,20.38,4.0
643,3.8,74.75,2,79.31,8.87,23.07,3.72
644,4.0,82.98,2,87.49,7.31,25.15,5.99
645,3.7,72.67,1,78.68,10.08,22.52,4.02
646,4.8,91.87,5,84.79,3.36,17.72,2.11
647,4.4,88.57,3,86.09,5.03,23.86,4.44
648,4.5,93.45,4,82.94,9.19,23.63,1.35
649,4.7,96.96,4,83.16,6.8,17.28,2.15
650,4.2,80.75,3,80.09,9.17,23.56,1.94
651,3.6,73.73,1,78.63,11.75,23.46,3.36
652,4.3,83.21,3,80.06,7.38,21.05,1.42
653,4.4,85.18,3,79.69,8.87,21.21,1.24
654,4.6,95.74,4,88.55,6.85,20.16,2.32
655,4.1,79.5,3,79.38,6.54,22.69,5.04
656,3.7,71.63,1,83.76,8.43,24.69,4.95
657,3.9,73.01,2,84.98,8.74,23.19,4.74
658,4.0,83.71,2,82.88,7.4,24.21,4.08
659,4.5,92.93,3,83.1,6.01,22.31,4.28
660,4.4,89.27,3,80.95,6.32,21.04,4.72
661,4.0,82.5,2,84.87,6.24,20.85,5.4
662,5.0,96.52,5,88.51,3.01,19.84,3.25
663,4.4,87.58,3,86.05,4.58,23.04,1.93
664,3.9,76.51,2,77.09,6.47,24.23,4.58
665,3.7,69.94,0,85.28,8.46,24.73,4.93
666,3.7,73.86,1,76.66,9.96,22.58,4.71
667,3.9,82.21,2,80.67,6.93,24.27,4.12
668,3.7,69.4,1,80.03,11.73,23.21,2.96
669,3.8,73.91,1,76.51,10.95,26.32,2.81
670,3.9,75.08,2,81.97,8.92,24.32,5.81
671,3.8,73.38,1,84.03,10.45,22.47,4.92
672,4.8,100.08,4,89.73,5.3,19.64,1.45
673,3.6,71.68,1,84.29,6.92,26.68,3.92
674,4.3,85.66,3,83.88,10.03,20.81,3.84
675,4.1,84.61,3,84.31,5.97,22.75,3.43
676,5.0,96.54,5,83.3,8.19,20.08,1.77
677,3.7,73.87,1,80.88,9.83,25.73,2.84
678,4.1,81.3,2,79.55,7.03,20.64,2.35
679,5.0,100.97,5,86.2,5.47,19.39,1.57
680,4.8,101.0,5,84.79,6.11,22.27,3.2
681,4.7,96.69,4,85.24,3.54,23.01,0.79
682,3.9,76.98,2,82.72,7.93,24.34,3.54
683,3.8,79.28,1,85.53,10.54,26.7,5.18
684,4.5,86.71,4,83.94,7.06,21.42,4.17
685,4.9,93.3,5,91.81,4.27,19.06,0.96
686,4.3,83.04,3,86.59,6.61,22.11,4.33
687,4.4,86.4,3,84.61,9.48,19.09,5.02
688,3.9,78.11,2,83.44,8.95,22.81,5.83
689,4.7,95.15,4,82.02,6.57,19.95,3.76
690,3.8,80.11,1,84.95,11.87,25.89,5.25
691,4.0,80.1,2,83.32,7.43,24.55,2.94
692,4.1,82.01,3,87.86,8.08,23.21,4.34
693,4.3,81.5,3,85.36,9.47,20.88,3.97
694,3.9,73.35,2,85.34,10.35,21.52,3.83
695,3.7,74.51,1,84.0,7.99,23.29,4.57
696,4.4,87.38,3,82.95,5.21,22.48,3.98
697,3.9,81.39,2,79.6,10.0,21.98,6.01
698,4.4,84.61,3,83.8,5.85,20.96,2.38
699,3.7,69.25,1,80.67,11.94,23.52,3.59
700,4.2,83.49,3,80.9,5.68,23.79,4.01
701,4.3,83.37,3,87.95,6.51,24.1,1.92
702,3.6,67.5,1,80.93,7.03,25.8,5.13
703,4.0,82.25,2,87.28,9.72,22.05,2.36
704,3.7,70.12,1,84.1,11.75,23.8,4.56
705,3.6,73.08,1,81.06,10.52,22.46,5.28
706,5.0,97.81,5,91.97,8.13,17.01,0.28
707,4.0,76.73,2,82.55,6.27,20.99,2.83
708,4.7,92.8,4,89.87,3.93,17.98,1.94
709,3.9,81.01,2,80.58,10.83,21.48,3.67
710,4.5,88.92,4,83.79,9.13,19.22,3.7
711,4.6,94.51,4,84.68,8.69,18.27,2.92
712,4.4,84.25,3,84.97,9.09,22.24,2.73
713,4.2,86.73,3,84.03,7.07,25.14,3.4
714,4.1,79.37,3,82.96,6.5,24.88,1.85
715,4.0,81.77,1,80.56,11.07,20.27,5.08
716,4.9,98.66,5,91.27,4.64,18.94,0.36
717,4.7,98.29,4,86.89,5.79,22.36,3.92
718,4.9,96.87,5,86.08,7.0,17.21,2.36
719,3.7,69.66,1,82.51,8.16,26.29,4.71
720,4.6,87.19,4,88.18,8.61,21.16,3.62
721,4.9,101.27,5,91.61,3.22,21.99,3.64
722,3.8,76.25,1,81.5,10.85,26.06,6.17
723,3.6,74.75,1,76.62,10.31,25.66,4.97
724,4.6,89.34,4,84.91,7.14,21.55,1.4
725,4.4,86.45,3,84.29,7.05,19.68,4.71
726,4.8,91.3,4,90.47,4.76,17.5,0.56
727,3.7,78.61,1,79.95,9.18,23.69,5.83
728,4.7,95.68,4,90.53,6.1,18.32,3.32
729,3.8,80.33,2,81.35,9.6,21.41,6.02
730,3.7,71.65,1,85.74,8.09,23.01,6.19
731,3.7,75.11,1,76.08,6.87,26.36,2.81
732,4.7,95.78,4,89.99,4.27,17.3,3.04
733,4.5,88.18,4,89.31,8.2,19.76,1.5
734,4.3,89.48,3,88.61,4.73,21.34,1.71
735,4.0,84.47,1,77.63,10.64,23.06,3.79
736,4.8,99.85,5,83.22,7.27,17.89,0.79
737,4.1,84.39,2,84.54,9.81,25.39,4.71
738,4.7,91.77,4,81.25,8.42,20.67,4.48
739,4.2,81.82,3,79.14,5.64,22.33,3.88
740,4.1,86.63,2,80.21,10.13,19.65,2.74
741,4.2,79.1,3,83.62,7.93,22.11,4.97
742,4.0,82.16,2,82.96,10.81,25.03,5.41
743,4.6,94.06,4,80.84,9.02,18.92,3.73
744,4.3,87.23,3,80.7,4.75,20.91,3.86
745,3.8,80.9,2,81.5,8.4,20.92,5.87
746,4.8,94.12,5,87.44,6.26,22.66,1.05
747,4.1,80.4,1,79.48,9.27,20.0,5.53
748,4.3,81.79,3,82.99,6.32,24.19,5.19
749,4.9,97.43,5,91.04,4.31,18.28,3.69
750,4.4,85.61,3,89.49,6.59,21.93,2.2
751,3.7,72.43,1,85.87,9.41,25.28,6.03
752,4.9,101.35,5,90.82,8.51,17.24,2.19
753,4.4,92.35,3,83.45,8.87,21.06,3.58
754,4.0,76.86,2,84.37,8.08,21.95,5.36
755,3.7,72.73,0,80.17,6.73,21.54,2.72
756,4.7,98.29,4,87.49,4.41,22.2,2.05
757,4.4,83.62,3,82.59,7.04,18.67,4.46
758,4.3,81.92,3,85.06,9.48,22.72,4.66
759,4.8,92.63,5,86.74,5.38,18.68,3.79
760,4.7,94.95,4,81.24,6.63,18.35,1.28
761,3.7,70.5,1,83.91,11.75,25.2,5.42
762,4.0,84.68,2,77.62,10.98,23.45,2.59
763,3.9,77.47,1,79.93,7.09,22.29,5.34
764,4.6,92.02,4,80.56,3.96,20.68,1.78
765,3.6,69.47,0,79.26,8.53,23.08,5.75
766,4.4,87.71,3,80.13,8.47,23.58,3.02
767,4.6,93.62,4,89.64,9.41,19.48,4.75
768,4.8,98.51,5,85.66,3.56,18.27,2.72
769,4.0,82.54,2,82.09,5.67,24.51,4.53
770,4.7,94.78,4,84.5,8.7,17.31,2.07
771,3.7,78.04,1,82.28,10.89,22.81,5.54
772,4.8,99.17,4,89.34,9.05,19.05,2.38
773,3.7,76.57,1,82.48,8.78,26.49,2.67
774,4.1,77.56,2,85.48,7.7,25.3,4.23
775,4.7,89.07,4,90.06,4.43,21.5,3.92
776,3.7,71.12,1,84.64,7.1,24.16,3.55
777,3.8,77.64,2,83.24,9.57,24.64,3.28
778,4.6,91.11,4,82.65,5.89,20.08,3.24
779,4.6,91.02,4,86.88,4.18,19.39,4.07
780,4.5,93.85,3,85.06,9.32,23.7,2.0
781,4.5,93.96,4,87.17,5.19,18.69,4.73
782,4.3,90.09,3,87.33,9.09,20.88,5.11
783,3.9,76.14,2,84.43,7.49,25.79,3.0
784,4.0,81.91,2,85.97,10.38,24.34,3.06
785,3.8,73.72,1,77.14,6.81,20.97,5.2
786,4.9,94.91,5,82.32,7.34,16.54,4.01
787,4.4,84.85,3,82.09,4.89,21.5,4.04
788,4.1,80.42,3,87.01,7.88,22.51,3.58
789,4.2,83.3,3,86.74,9.3,21.86,2.28
790,4.9,101.31,5,88.83,3.84,18.21,2.04
791,3.7,70.2,1,83.01,8.11,27.12,5.03
792,4.4,90.35,3,86.77,9.49,20.03,2.52
793,4.3,86.31,2,88.43,9.91,21.74,3.44
794,4.4,85.88,3,87.82,4.57,20.83,1.72
795,3.5,69.93,0,81.23,8.01,23.02,4.81
796,4.8,94.0,5,88.16,3.8,18.02,0.76
797,4.9,98.96,5,84.14,3.88,21.91,0.4
798,4.3,85.34,3,85.57,10.42,23.95,4.83
799,4.5,86.64,4,84.25,7.31,19.19,1.82
800,4.9,94.17,5,83.53,5.61,21.65,2.5
801,4.6,92.47,4,88.56,9.61,18.86,1.4
802,3.7,78.02,1,81.1,9.74,24.96,3.65
803,4.4,86.44,3,89.27,8.27,18.89,2.65
804,4.4,90.33,3,82.32,6.3,23.68,1.77
805,4.1,83.59,2,82.81,7.49,19.91,1.98
806,4.6,96.32,4,84.98,7.27,20.93,4.31
807,4.9,101.21,5,83.21,3.22,21.08,0.25
808,4.9,98.67,5,86.26,4.34,17.1,0.45
809,4.2,85.57,3,81.38,6.08,21.63,4.82
810,3.7,77.98,1,77.6,6.5,21.45,3.73
811,5.0,99.0,5,85.32,5.72,20.1,2.89
812,4.8,94.27,4,83.83,6.47,18.64,0.98
813,3.7,69.11,0,83.34,8.7,24.56,3.55
814,4.9,101.27,5,82.31,4.41,22.0,2.49
815,4.8,99.01,5,87.67,7.01,18.64,4.35
816,4.3,82.04,3,86.61,5.41,19.09,1.69
817,4.4,88.77,3,84.31,7.41,22.45,2.8
818,4.1,81.64,2,87.32,9.81,24.32,1.97
819,3.6,68.19,1,82.58,7.69,27.35,3.6
820,4.0,84.81,2,84.98,10.02,20.95,5.63
821,4.7,91.15,4,82.97,7.96,19.55,0.99
822,3.5,65.67,0,82.77,7.36,27.06,6.43
823,4.0,80.95,2,85.82,5.61,24.84,2.71
824,4.1,84.39,2,81.61,11.04,23.35,5.25
825,4.3,81.32,3,81.13,5.76,20.42,3.55
826,4.9,99.59,5,85.85,7.73,18.1,3.71
827,4.0,80.32,2,84.9,8.87,20.74,2.61
828,4.0,76.03,2,81.68,7.09,25.53,5.05
829,4.6,88.73,4,87.87,4.48,18.64,3.52
830,4.2,84.68,3,79.64,7.88,22.64,3.77
831,3.8,73.96,2,84.56,8.54,24.31,5.64
832,4.2,88.38,3,81.03,9.09,21.42,4.19
833,3.7,77.19,1,78.49,11.83,23.32,6.11
834,3.8,80.84,1,82.4,10.93,24.81,3.92
835,4.2,81.6,3,79.2,6.55,21.53,3.96
836,4.1,86.7,3,78.26,10.47,21.13,5.28
837,4.9,97.31,5,84.61,7.8,18.79,1.06
838,4.0,78.48,2,82.88,11.07,24.85,3.94
839,4.4,83.5,3,88.58,7.05,24.2,5.04
840,4.4,83.53,3,87.96,8.91,22.22,3.09
841,3.5,71.92,0,79.9,10.55,26.69,4.01
842,4.5,89.58,4,80.37,5.86,21.2,2.4
843,3.8,73.27,1,81.85,12.07,24.55,5.94
844,4.9,99.14,5,89.05,3.03,22.33,4.02
845,3.7,71.53,1,79.39,7.37,23.83,6.4
846,4.1,82.78,3,79.11,10.56,20.0,4.6
847,3.6,70.59,1,78.29,7.06,27.34,4.84
848,5.0,103.24,5,90.22,7.82,20.76,0.73
849,4.3,89.21,3,82.51,8.89,21.19,1.89
850,4.4,87.77,3,87.62,4.52,24.29,1.44
851,3.6,70.51,1,78.7,9.28,23.67,2.87
852,4.6,90.63,4,82.14,8.23,19.83,4.31
853,3.8,79.06,2,80.86,9.6,24.46,5.64
854,4.8,94.28,5,86.02,8.72,18.45,2.67
855,3.8,73.09,2,76.66,11.31,24.99,6.39
856,3.8,71.85,1,77.67,8.1,21.72,6.21
857,3.6,71.67,0,77.35,7.21,22.25,5.42
858,4.2,83.82,3,79.64,10.57,22.41,3.46
859,4.3,89.41,3,82.42,7.7,22.13,2.01
860,3.6,69.21,1,85.15,7.15,22.24,4.86
861,4.7,92.81,4,86.09,8.3,22.99,1.23
862,4.2,87.08,3,84.78,10.11,22.64,3.19
863,4.3,89.24,3,82.56,8.44,19.71,5.17
864,4.2,82.85,3,81.73,7.59,21.07,2.97
865,4.1,81.59,3,78.23,9.17,24.4,2.41
866,4.3,84.03,3,84.0,8.84,21.94,3.73
867,3.7,78.33,1,80.84,11.76,22.33,5.01
868,3.8,72.19,1,78.08,11.84,21.42,3.18
869,4.8,100.34,5,89.14,6.19,19.38,1.19
870,4.9,99.84,5,86.93,7.59,18.42,4.16
871,4.1,82.32,2,81.39,10.99,23.54,2.77
872,3.9,73.33,2,78.47,6.71,25.95,5.55
873,4.5,89.76,3,85.52,4.11,19.49,2.88
874,4.1,81.08,3,85.53,10.41,24.73,3.54
875,3.5,66.61,0,77.82,8.17,27.52,4.18
876,3.7,75.56,1,78.19,6.65,26.61,5.7
877,4.6,96.71,4,85.72,4.66,23.31,4.32
878,4.5,90.62,4,81.55,6.3,23.05,2.04
879,3.5,72.15,0,81.67,8.32,25.56,3.38
880,3.8,71.68,2,82.55,7.93,23.26,2.95
881,3.8,75.18,2,77.37,11.95,23.75,5.57
882,4.5,86.16,4,80.37,8.23,23.24,2.74
883,3.5,71.13,0,81.2,11.27,23.81,3.53
884,3.7,78.38,1,78.94,6.97,22.16,3.96
885,4.7,95.62,4,81.86,7.79,18.04,2.66
886,3.8,71.77,1,84.09,10.54,25.76,5.81
887,4.5,88.55,4,83.14,7.96,22.57,3.57
888,3.9,78.51,2,81.6,7.17,23.39,2.9
889,3.6,71.03,1,77.87,9.24,23.25,3.43
890,3.9,81.34,2,83.27,10.88,24.47,3.85
891,4.6,95.15,4,83.51,7.72,17.83,1.1
892,4.8,97.12,5,91.18,7.5,20.21,3.42
893,4.7,92.73,4,88.03,6.92,19.59,2.21
894,4.1,79.55,2,79.37,7.9,25.47,3.17
895,4.5,86.06,4,84.17,8.55,21.05,3.04
896,3.8,74.55,2,80.35,6.51,24.11,5.24
897,3.9,77.13,2,82.34,9.84,24.67,4.48
898,4.8,97.76,5,89.92,9.08,19.71,3.61
899,3.5,71.58,0,80.83,11.68,23.35,5.52
900,3.6,67.7,1,76.12,8.44,24.82,5.95
901,3.8,74.95,2,83.05,7.77,26.47,5.19
902,3.5,66.82,0,75.08,11.0,24.46,3.77
903,3.8,72.57,1,84.3,11.48,24.88,2.61
904,4.4,91.27,3,86.17,7.77,24.27,4.81
905,4.1,77.42,3,81.09,8.36,24.58,5.58
906,4.8,95.19,5,84.42,4.06,20.75,3.31
907,4.7,90.68,4,88.98,7.69,21.62,3.5
908,4.0,83.79,2,85.33,9.71,25.62,3.08
909,3.9,78.57,2,80.52,11.6,26.16,4.37
910,4.1,79.31,2,80.99,7.0,25.41,5.77
911,4.4,88.02,3,85.1,8.84,22.15,4.62
912,3.9,80.31,2,77.08,8.4,22.71,3.42
913,4.4,92.58,3,80.33,7.65,19.2,2.4
914,4.1,79.2,3,79.26,10.1,21.91,3.73
915,4.3,89.86,3,80.85,5.93,24.46,3.02
916,4.2,88.34,3,83.62,6.96,24.54,3.08
917,3.9,82.16,2,86.92,10.44,23.54,4.71
918,4.9,99.35,5,88.53,6.22,19.62,0.25
919,4.6,93.3,4,81.11,4.25,19.45,3.85
920,3.7,73.03,1,81.26,8.98,23.93,5.56
921,4.8,98.52,5,86.47,6.62,21.09,3.72
922,4.2,84.31,3,79.94,10.36,21.61,4.97
923,4.8,97.77,5,90.7,4.23,17.93,2.67
924,4.7,93.28,4,85.41,8.24,20.45,3.72
925,4.1,84.31,3,87.95,5.98,20.95,3.77
926,3.5,73.24,0,79.2,8.45,27.85,6.81
927,3.9,74.46,2,83.08,7.26,22.74,2.96
928,4.3,89.33,3,80.05,9.86,24.26,5.06
929,4.5,90.4,3,84.54,5.19,19.35,2.03
930,3.9,81.45,2,79.39,10.52,21.54,2.61
931,3.7,73.31,1,84.36,9.17,24.9,4.36
932,4.8,94.79,4,89.34,9.09,21.48,2.86
933,5.0,104.15,5,90.74,7.53,19.4,0.92
934,4.3,83.51,3,86.24,9.04,20.18,3.62
935,3.8,79.44,1,84.83,11.32,21.03,5.63
936,3.9,77.84,2,79.01,9.6,24.11,3.23
937,3.5,70.14,0,79.52,12.06,22.79,5.32
938,4.9,96.08,5,88.92,4.37,18.46,1.56
939,3.7,74.73,1,82.37,6.99,25.25,4.72
940,4.4,86.25,3,86.66,8.0,18.99,3.87
941,3.9,73.39,2,79.24,8.41,21.16,3.6
942,4.3,83.72,3,79.98,7.16,19.17,5.38
943,4.5,85.06,4,89.17,7.16,23.98,3.26
944,4.7,98.78,4,86.6,5.57,19.52,3.9
945,3.8,80.66,2,78.04,9.86,26.23,5.3
946,3.5,68.95,0,82.93,7.18,23.76,6.41
947,3.7,76.28,1,85.15,12.22,25.72,3.3
948,4.9,96.46,5,83.7,8.35,17.71,1.09
949,4.8,97.71,5,89.67,8.71,19.79,2.35
950,4.4,91.05,3,88.83,6.49,23.35,4.61
951,4.4,92.47,3,88.88,7.49,23.3,1.99
952,4.5,89.0,4,89.14,9.72,22.77,4.88
953,3.8,78.83,1,81.96,11.51,25.74,2.91
954,4.9,95.66,5,85.56,7.54,17.67,0.9
955,4.1,86.9,3,78.07,7.64,22.49,2.47
956,4.1,77.26,2,78.61,8.59,22.51,4.14
957,4.3,87.04,3,83.29,9.36,24.14,5.07
958,3.6,73.6,0,79.49,8.34,23.38,3.82
959,3.7,75.88,1,77.85,10.16,26.79,4.81
960,4.6,88.2,4,84.45,8.67,20.3,1.5
961,3.6,76.39,1,77.25,10.94,25.62,5.32
962,4.4,84.81,3,87.99,7.18,20.01,1.69
963,3.9,79.23,2,79.98,9.31,22.86,4.17
964,4.1,79.23,2,83.99,11.13,23.86,4.42
965,3.9,76.07,2,82.03,9.41,23.48,4.52
966,4.0,80.46,2,78.02,10.21,25.58,2.56
967,4.6,91.17,4,89.92,8.06,22.02,1.45
968,3.9,74.6,1,82.27,10.01,23.79,4.89
969,4.3,82.71,3,82.25,8.9,24.12,4.64
970,4.2,83.18,3,80.08,7.63,23.19,5.23
971,4.5,92.57,4,83.39,6.84,21.88,4.25
972,4.9,101.98,5,82.21,5.61,17.88,4.1
973,4.6,87.84,4,84.14,3.9,19.97,2.43
974,3.8,74.93,2,81.81,7.55,24.9,3.72
975,3.5,66.0,0,83.72,7.93,27.35,3.11
976,3.9,73.17,2,83.87,11.12,22.29,4.0
977,4.4,89.62,3,80.62,5.95,19.69,3.81
978,3.6,73.02,1,76.98,7.53,25.16,6.06
979,4.2,80.63,3,82.78,5.62,19.6,2.67
980,4.4,85.34,3,81.46,8.5,22.69,3.25
981,4.0,75.24,2,77.78,5.54,24.22,4.65
982,4.7,97.35,4,89.05,6.23,19.33,2.81
983,3.7,78.75,1,76.2,7.11,26.56,3.7
984,3.6,68.35,1,83.81,11.8,24.61,5.99
985,4.6,89.31,4,81.94,9.45,21.47,1.49
986,4.2,87.68,3,88.25,10.65,20.46,5.22
987,4.5,94.26,4,86.04,6.65,20.5,4.81
988,4.2,83.2,2,85.85,8.77,24.37,3.06
989,3.9,73.51,2,78.1,9.4,21.68,3.7
990,4.7,89.39,4,89.62,5.5,19.54,3.57
991,4.7,94.74,4,89.39,6.06,19.11,2.43
992,4.5,88.93,4,86.53,4.39,18.91,1.11
993,3.9,73.29,2,82.02,10.57,22.14,5.88
994,4.4,88.83,3,86.71,5.74,19.8,2.92
