Unnamed: 0,Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Total_Amount,Discount_Applied,Tax_Amount,Final_Payment
6458,6459,259,348,2,43:36.8,43:36.8,10,Cancelled,Refunded,3491.02,438.84,628.38,3680.56
6459,6460,259,1428,6,43:36.9,43:36.9,10,Confirmed,Refunded,3703.73,328.03,666.67,4042.37
6460,6461,259,294,2,43:36.9,43:36.9,10,Confirmed,Paid,786.49,30.85,141.57,897.21
6461,6462,260,2082,8,43:36.9,43:36.9,8,Completed,Paid,4809.96,715.94,865.79,4959.81
6462,6463,260,2622,10,43:36.9,43:36.9,8,Confirmed,Refunded,3667.4,139.26,660.13,4188.27
6463,6464,260,2676,10,43:36.9,43:36.9,8,Completed,Refunded,3329.05,288.61,599.23,3639.67
6464,6465,260,840,4,43:36.9,43:36.9,8,Completed,Pending,1918.98,319.74,345.42,1944.66
6465,6466,260,1542,6,43:36.9,43:36.9,8,Completed,Refunded,4136.15,347.08,744.51,4533.58
6466,6467,260,30,1,43:36.9,43:36.9,8,Completed,Pending,3084.76,214.58,555.26,3425.44
6467,6468,260,300,2,43:36.9,43:36.9,8,Cancelled,Refunded,757.71,147.63,136.39,746.47
6468,6469,260,840,4,43:36.9,43:36.9,8,Confirmed,Pending,507.2,25.24,91.3,573.26
6469,6470,260,2028,8,43:36.9,43:36.9,8,Cancelled,Pending,1332.27,180.58,239.81,1391.5
6470,6471,260,2244,9,43:36.9,43:36.9,8,Cancelled,Refunded,1952.11,260.5,351.38,2042.99
6471,6472,260,1920,8,43:36.9,43:36.9,8,Completed,Pending,4990.68,951.47,898.32,4937.53
6472,6473,260,2514,10,43:36.9,43:36.9,8,Completed,Paid,2714.35,22.79,488.58,3180.14
6473,6474,260,894,4,43:36.9,43:36.9,8,Completed,Failed,1138.14,64.46,204.87,1278.55
6474,6475,260,2244,9,43:36.9,43:36.9,8,Completed,Paid,3884.84,454.95,699.27,4129.16
6475,6476,260,1866,7,43:36.9,43:36.9,8,Cancelled,Paid,3989.1,635.17,718.04,4071.97
6476,6477,260,192,1,43:36.9,43:36.9,8,Cancelled,Paid,573.63,66.4,103.25,610.48
6477,6478,260,1110,5,43:36.9,43:36.9,8,Cancelled,Failed,4490.45,623.51,808.28,4675.22
6478,6479,260,1056,4,43:36.9,43:36.9,8,Completed,Paid,4301.45,505.45,774.26,4570.26
6479,6480,260,2028,8,43:36.9,43:36.9,8,Cancelled,Paid,2888.44,124.4,519.92,3283.96
6480,6481,260,1488,6,43:36.9,43:36.9,8,Cancelled,Failed,4128.89,486.27,743.2,4385.82
6481,6482,260,1056,4,43:36.9,43:36.9,8,Cancelled,Paid,3230,179.72,581.4,3631.68
6482,6483,260,84,1,43:36.9,43:36.9,8,Confirmed,Refunded,1547.06,84.2,278.47,1741.33
6483,6484,260,408,2,43:36.9,43:36.9,8,Completed,Failed,3795.72,447.86,683.23,4031.09
6484,6485,260,840,4,43:36.9,43:36.9,8,Cancelled,Paid,4513.92,822.38,812.51,4504.05
6485,6486,260,1812,7,43:36.9,43:36.9,8,Confirmed,Failed,3960.25,423.99,712.85,4249.11
6486,6487,260,2568,10,43:36.9,43:36.9,8,Cancelled,Refunded,4580.36,878.81,824.46,4526.01
6487,6488,260,30,1,43:36.9,43:36.9,8,Completed,Pending,3796.58,267.96,683.38,4212
6488,6489,260,1272,5,43:36.9,43:36.9,8,Confirmed,Paid,3202.65,206.45,576.48,3572.68
6489,6490,260,462,2,43:36.9,43:36.9,8,Confirmed,Paid,959.36,35.89,172.68,1096.15
6490,6491,260,2676,10,43:36.9,43:36.9,8,Cancelled,Paid,3865.89,290.57,695.86,4271.18
6491,6492,260,2460,10,43:36.9,43:36.9,8,Confirmed,Failed,3482.06,505.36,626.77,3603.47
6492,6493,260,1056,4,43:36.9,43:36.9,8,Confirmed,Failed,1302.17,60.49,234.39,1476.07
6493,6494,260,1812,7,43:36.9,43:36.9,8,Completed,Failed,1322.51,131.1,238.05,1429.46
6494,6495,260,192,1,43:36.9,43:36.9,8,Completed,Failed,544.16,79.82,97.95,562.29
6495,6496,260,1974,8,43:36.9,43:36.9,8,Completed,Refunded,3959.92,80.79,712.79,4591.92
6496,6497,260,1866,7,43:36.9,43:36.9,8,Confirmed,Failed,758.01,4.03,136.44,890.42
6497,6498,260,948,4,43:36.9,43:36.9,8,Completed,Refunded,3482.75,676.09,626.89,3433.55
6498,6499,260,1542,6,43:36.9,43:36.9,8,Cancelled,Refunded,2230.64,215.07,401.52,2417.09
6499,6500,260,1002,4,43:36.9,43:36.9,8,Completed,Refunded,2203.15,437.61,396.57,2162.11
6500,6501,260,2406,9,43:36.9,43:36.9,8,Completed,Pending,2167.26,304.23,390.11,2253.14
6501,6502,260,948,4,43:36.9,43:36.9,8,Cancelled,Failed,868.79,57.15,156.38,968.02
6502,6503,260,1434,6,43:36.9,43:36.9,8,Cancelled,Failed,2574.74,387.18,463.45,2651.01
6503,6504,260,2082,8,43:36.9,43:36.9,8,Confirmed,Paid,4998.05,605.11,899.65,5292.59
6504,6505,260,1056,4,43:36.9,43:36.9,8,Cancelled,Paid,3098.75,122.45,557.77,3534.07
6505,6506,261,1191,5,43:36.9,43:36.9,9,Confirmed,Paid,4413.88,678.6,794.5,4529.78
6506,6507,261,1137,5,43:36.9,43:36.9,9,Cancelled,Paid,4623.28,459.64,832.19,4995.83
6507,6508,261,2595,10,43:36.9,43:36.9,9,Confirmed,Failed,1414.67,149.43,254.64,1519.88
6508,6509,261,489,2,43:36.9,43:36.9,9,Cancelled,Refunded,2383.92,461.1,429.11,2351.93
6509,6510,261,2433,10,43:36.9,43:36.9,9,Confirmed,Refunded,2537.26,92.02,456.71,2901.95
6510,6511,261,1299,5,43:36.9,43:36.9,9,Completed,Pending,962.15,48.04,173.19,1087.3
6511,6512,261,2541,10,43:36.9,43:36.9,9,Confirmed,Pending,3591.93,361.78,646.55,3876.7
6512,6513,261,165,1,43:36.9,43:36.9,9,Cancelled,Paid,2555.26,76.33,459.95,2938.88
6513,6514,261,273,2,43:36.9,43:36.9,9,Completed,Paid,2207.67,368.05,397.38,2237
6514,6515,261,759,3,43:36.9,43:36.9,9,Completed,Failed,2938.92,26.9,529.01,3441.03
6515,6516,261,2055,8,43:36.9,43:36.9,9,Completed,Refunded,2579.5,262.51,464.31,2781.3
6516,6517,261,2217,9,43:36.9,43:36.9,9,Completed,Refunded,4168.96,220.05,750.41,4699.32
6517,6518,261,597,3,43:36.9,43:36.9,9,Completed,Paid,2228.24,137.28,401.08,2492.04
6518,6519,261,1839,7,43:36.9,43:36.9,9,Cancelled,Pending,1677.06,324.08,301.87,1654.85
6519,6520,261,759,3,43:36.9,43:36.9,9,Cancelled,Failed,1404.13,162.91,252.74,1493.96
6520,6521,261,1299,5,43:36.9,43:36.9,9,Completed,Paid,1814.75,230.55,326.65,1910.85
6521,6522,262,717,3,43:36.9,43:36.9,20,Cancelled,Pending,4080.28,108.28,734.45,4706.45
6522,6523,262,825,4,43:36.9,43:36.9,20,Cancelled,Pending,659.51,78.03,118.71,700.19
6523,6524,262,987,4,43:36.9,43:36.9,20,Completed,Refunded,2898.14,99.36,521.67,3320.45
6524,6525,262,879,4,43:36.9,43:36.9,20,Cancelled,Refunded,2682.81,251.56,482.91,2914.16
6525,6526,262,1905,8,43:36.9,43:36.9,20,Completed,Pending,2966.09,587.85,533.9,2912.14
6526,6527,262,2229,9,43:36.9,43:36.9,20,Completed,Refunded,1247.03,238.48,224.47,1233.02
6527,6528,262,2229,9,43:36.9,43:36.9,20,Confirmed,Refunded,1392.66,13.48,250.68,1629.86
6528,6529,262,1635,7,43:36.9,43:36.9,20,Confirmed,Failed,3834.56,419.87,690.22,4104.91
6529,6530,262,2391,9,43:36.9,43:36.9,20,Cancelled,Pending,4265.61,477.96,767.81,4555.46
6530,6531,262,933,4,43:36.9,43:36.9,20,Completed,Refunded,2844.34,8.24,511.98,3348.08
6531,6532,262,2553,10,43:36.9,43:36.9,20,Completed,Failed,3737.81,545.95,672.81,3864.67
6532,6533,262,1203,5,43:36.9,43:36.9,20,Completed,Failed,4557.35,337.45,820.32,5040.22
6533,6534,262,1041,4,43:36.9,43:36.9,20,Confirmed,Paid,3984.53,636.34,717.22,4065.41
6534,6535,262,825,4,43:36.9,43:36.9,20,Confirmed,Refunded,2789.65,116.12,502.14,3175.67
6535,6536,262,501,2,43:36.9,43:36.9,20,Confirmed,Paid,829.47,41.77,149.3,937
6536,6537,262,879,4,43:36.9,43:36.9,20,Confirmed,Pending,4132.99,3.27,743.94,4873.66
6537,6538,262,987,4,43:36.9,43:36.9,20,Confirmed,Failed,1699.61,206.84,305.93,1798.7
6538,6539,262,933,4,43:36.9,43:36.9,20,Cancelled,Refunded,4679.91,73.69,842.38,5448.6
6539,6540,262,1689,7,43:36.9,43:36.9,20,Confirmed,Failed,3449.06,4.3,620.83,4065.59
6540,6541,262,933,4,43:36.9,43:36.9,20,Completed,Paid,4483.52,48.49,807.03,5242.06
6541,6542,262,1149,5,43:36.9,43:36.9,20,Completed,Failed,3460.43,425.05,622.88,3658.26
6542,6543,262,2391,9,43:36.9,43:36.9,20,Confirmed,Paid,3311.33,245.59,596.04,3661.78
6543,6544,262,2013,8,43:36.9,43:36.9,20,Completed,Pending,3868.26,184.63,696.29,4379.92
6544,6545,262,879,4,43:36.9,43:36.9,20,Confirmed,Pending,671.89,10.37,120.94,782.46
6545,6546,262,1743,7,43:36.9,43:36.9,20,Confirmed,Failed,2023,1.56,364.14,2385.58
6546,6547,262,123,1,43:36.9,43:36.9,20,Completed,Pending,4537.85,533.37,816.81,4821.29
6547,6548,262,1743,7,43:36.9,43:36.9,20,Completed,Paid,1146.34,48.5,206.34,1304.18
6548,6549,262,1797,7,43:36.9,43:36.9,20,Confirmed,Paid,586.16,114.24,105.51,577.43
6549,6550,262,2391,9,43:36.9,43:36.9,20,Completed,Paid,3390.09,648.01,610.22,3352.3
6550,6551,262,1365,6,43:36.9,43:36.9,20,Confirmed,Paid,2777.84,240.04,500.01,3037.81
6551,6552,262,2337,9,43:36.9,43:36.9,20,Confirmed,Pending,2046.35,106.85,368.34,2307.84
6552,6553,262,2553,10,43:36.9,43:36.9,20,Completed,Pending,925.15,161.54,166.53,930.14
6553,6554,262,2553,10,43:36.9,43:36.9,20,Cancelled,Failed,1739.08,193.85,313.03,1858.26
6554,6555,262,2067,8,43:36.9,43:36.9,20,Completed,Pending,1778.14,341.11,320.07,1757.1
6555,6556,262,2121,8,43:36.9,43:36.9,20,Completed,Refunded,2137.47,246.37,384.74,2275.84
6556,6557,262,1905,8,43:36.9,43:36.9,20,Cancelled,Refunded,1989.87,3.34,358.18,2344.71
6557,6558,262,2607,10,43:36.9,43:36.9,20,Completed,Failed,1791.59,119.4,322.49,1994.68
6558,6559,262,1689,7,43:36.9,43:36.9,20,Cancelled,Pending,1556.04,47.97,280.09,1788.16
6559,6560,262,2283,9,43:36.9,43:36.9,20,Cancelled,Refunded,1545.05,292.56,278.11,1530.6
6560,6561,262,1959,8,43:36.9,43:36.9,20,Cancelled,Paid,1583.46,85.6,285.02,1782.88
6561,6562,262,825,4,43:36.9,43:36.9,20,Confirmed,Pending,4043.45,793.25,727.82,3978.02
6562,6563,262,1689,7,43:36.9,43:36.9,20,Confirmed,Paid,2412.72,148.18,434.29,2698.83
6563,6564,262,879,4,43:36.9,43:36.9,20,Cancelled,Paid,3357.83,631.92,604.41,3330.32
6564,6565,263,456,2,43:36.9,43:36.9,10,Confirmed,Pending,1926.48,14.38,346.77,2258.87
6565,6566,263,78,1,43:36.9,43:36.9,10,Confirmed,Refunded,1906.12,362.71,343.1,1886.51
6566,6567,263,132,1,43:36.9,43:36.9,10,Completed,Refunded,3797.12,81.76,683.48,4398.84
6567,6568,263,2130,8,43:36.9,43:36.9,10,Confirmed,Paid,929.52,117.12,167.31,979.71
6568,6569,263,1536,6,43:36.9,43:36.9,10,Completed,Failed,4208.94,789.44,757.61,4177.11
6569,6570,263,888,4,43:36.9,43:36.9,10,Completed,Paid,3010.42,37.65,541.88,3514.65
6570,6571,263,2454,10,43:36.9,43:36.9,10,Completed,Paid,2854.07,459.66,513.73,2908.14
6571,6572,263,78,1,43:36.9,43:36.9,10,Completed,Refunded,2160.56,185.75,388.9,2363.71
6572,6573,263,1320,5,43:36.9,43:36.9,10,Cancelled,Refunded,1124.04,65.79,202.33,1260.58
6573,6574,263,1536,6,43:36.9,43:36.9,10,Confirmed,Paid,763.35,68.27,137.4,832.48
6574,6575,263,1428,6,43:36.9,43:36.9,10,Completed,Failed,2273.31,123.8,409.2,2558.71
6575,6576,263,294,2,43:36.9,43:36.9,10,Cancelled,Paid,1495.39,149.81,269.17,1614.75
6576,6577,264,1732,7,43:36.9,43:36.9,29,Confirmed,Pending,4661.77,910.84,839.12,4590.05
6577,6578,264,58,1,43:36.9,43:36.9,29,Completed,Refunded,3932.44,194.59,707.84,4445.69
6578,6579,264,1786,7,43:36.9,43:36.9,29,Completed,Refunded,4640.47,269.64,835.28,5206.11
6579,6580,264,436,2,43:36.9,43:36.9,29,Confirmed,Refunded,2981.42,312.41,536.66,3205.67
6580,6581,264,4,1,43:36.9,43:36.9,29,Confirmed,Paid,1657.41,300.65,298.33,1655.09
6581,6582,264,2326,9,43:36.9,43:36.9,29,Confirmed,Failed,2726.34,379.78,490.74,2837.3
6582,6583,264,1138,5,43:36.9,43:36.9,29,Cancelled,Paid,2072.65,401.35,373.08,2044.38
6583,6584,264,1354,6,43:36.9,43:36.9,29,Confirmed,Refunded,787.3,68.16,141.71,860.85
6584,6585,264,58,1,43:36.9,43:36.9,29,Cancelled,Pending,1021.49,80.18,183.87,1125.18
6585,6586,264,1678,7,43:36.9,43:36.9,29,Cancelled,Refunded,1527,189.08,274.86,1612.78
6586,6587,264,1840,7,43:36.9,43:36.9,29,Completed,Refunded,750.91,27.91,135.16,858.16
6587,6588,264,760,3,43:36.9,43:36.9,29,Confirmed,Refunded,1641.14,215.13,295.41,1721.42
6588,6589,265,679,3,43:36.9,43:36.9,48,Cancelled,Refunded,1726.91,4.93,310.84,2032.82
6589,6590,265,2461,10,43:36.9,43:36.9,48,Confirmed,Pending,4212.52,596.11,758.25,4374.66
6590,6591,265,517,2,43:36.9,43:36.9,48,Confirmed,Pending,2935.2,145.4,528.34,3318.14
6591,6592,265,2137,8,43:36.9,43:36.9,48,Completed,Pending,2159.02,195.66,388.62,2351.98
6592,6593,265,193,1,43:36.9,43:36.9,48,Cancelled,Paid,4767,867.42,858.06,4757.64
6593,6594,265,841,4,43:36.9,43:36.9,48,Confirmed,Pending,4778.3,283.24,860.09,5355.15
6594,6595,265,1273,5,43:36.9,43:36.9,48,Cancelled,Paid,3905.87,507.22,703.06,4101.71
6595,6596,265,2029,8,43:36.9,43:36.9,48,Cancelled,Pending,1914.11,141.07,344.54,2117.58
6596,6597,265,1921,8,43:36.9,43:36.9,48,Cancelled,Failed,3178.75,63.21,572.17,3687.71
6597,6598,265,85,1,43:36.9,43:36.9,48,Completed,Refunded,1261.01,62.9,226.98,1425.09
6598,6599,265,139,1,43:36.9,43:36.9,48,Cancelled,Failed,2959.07,397.02,532.63,3094.68
6599,6600,265,1543,6,43:36.9,43:36.9,48,Cancelled,Refunded,4114.3,268.09,740.57,4586.78
6600,6601,265,1435,6,43:36.9,43:36.9,48,Confirmed,Pending,4207.08,634.94,757.27,4329.41
6601,6602,265,463,2,43:36.9,43:36.9,48,Completed,Pending,3356.43,345.31,604.16,3615.28
6602,6603,265,1435,6,43:36.9,43:36.9,48,Cancelled,Failed,2841.41,501.12,511.45,2851.74
6603,6604,266,1962,8,43:36.9,43:36.9,38,Confirmed,Refunded,1209.51,84.1,217.71,1343.12
6604,6605,266,2664,10,43:36.9,43:36.9,38,Cancelled,Paid,2199.83,207.9,395.97,2387.9
6605,6606,266,1368,6,43:36.9,43:36.9,38,Completed,Pending,2126.41,108.45,382.75,2400.71
6606,6607,266,2664,10,43:36.9,43:36.9,38,Completed,Failed,3683.95,239.31,663.11,4107.75
6607,6608,266,18,1,43:36.9,43:36.9,38,Cancelled,Refunded,2959.3,512.02,532.67,2979.95
6608,6609,266,882,4,43:36.9,43:36.9,38,Cancelled,Pending,1699.69,122.01,305.94,1883.62
6609,6610,266,180,1,43:36.9,43:36.9,38,Confirmed,Pending,806.29,145.59,145.13,805.83
6610,6611,266,342,2,43:36.9,43:36.9,38,Cancelled,Failed,1561.13,134.48,281,1707.65
6611,6612,266,2016,8,43:36.9,43:36.9,38,Completed,Paid,3658.79,190.47,658.58,4126.9
6612,6613,266,2340,9,43:36.9,43:36.9,38,Completed,Refunded,920.3,145.85,165.65,940.1
6613,6614,267,2228,9,43:36.9,43:36.9,43,Confirmed,Paid,3907.55,130.95,703.36,4479.96
6614,6615,267,1904,8,43:36.9,43:36.9,43,Cancelled,Paid,1262.91,3.45,227.32,1486.78
6615,6616,267,2444,10,43:36.9,43:36.9,43,Confirmed,Failed,2480.94,5.5,446.57,2922.01
6616,6617,267,122,1,43:36.9,43:36.9,43,Confirmed,Failed,4594.8,555.92,827.06,4865.94
6617,6618,267,1364,6,43:36.9,43:36.9,43,Completed,Paid,4695.67,186.41,845.22,5354.48
6618,6619,267,2336,9,43:36.9,43:36.9,43,Cancelled,Pending,1458.51,235.12,262.53,1485.92
6619,6620,267,284,2,43:36.9,43:36.9,43,Cancelled,Paid,4166.98,561.47,750.06,4355.57
6620,6621,267,1202,5,43:36.9,43:36.9,43,Cancelled,Refunded,3450.75,189.93,621.13,3881.95
6621,6622,267,230,1,43:36.9,43:36.9,43,Confirmed,Paid,1024.95,25.51,184.49,1183.93
6622,6623,267,68,1,43:36.9,43:36.9,43,Completed,Pending,3381.1,585.43,608.6,3404.27
6623,6624,267,1850,7,43:36.9,43:36.9,43,Confirmed,Pending,2767.78,256.88,498.2,3009.1
6624,6625,267,14,1,43:36.9,43:36.9,43,Completed,Refunded,4837.99,519.75,870.84,5189.08
6625,6626,267,554,3,43:36.9,43:36.9,43,Confirmed,Failed,4241.4,46.55,763.45,4958.3
6626,6627,267,2606,10,43:36.9,43:36.9,43,Confirmed,Failed,1798.92,284.06,323.81,1838.67
6627,6628,267,2552,10,43:36.9,43:36.9,43,Confirmed,Paid,3675.12,478.97,661.52,3857.67
6628,6629,267,1796,7,43:36.9,43:36.9,43,Cancelled,Paid,1134.24,8.33,204.16,1330.07
6629,6630,267,392,2,43:36.9,43:36.9,43,Cancelled,Failed,4389.36,782.27,790.08,4397.17
6630,6631,267,824,4,43:36.9,43:36.9,43,Cancelled,Failed,983.18,25.52,176.97,1134.63
6631,6632,267,122,1,43:36.9,43:36.9,43,Confirmed,Refunded,4505.94,511.92,811.07,4805.09
6632,6633,267,878,4,43:36.9,43:36.9,43,Confirmed,Failed,4722.25,16.66,850,5555.59
6633,6634,267,14,1,43:36.9,43:36.9,43,Confirmed,Failed,2457.74,371.98,442.39,2528.15
6634,6635,267,1688,7,43:36.9,43:36.9,43,Confirmed,Paid,2194.35,184.53,394.98,2404.8
6635,6636,267,1904,8,43:36.9,43:36.9,43,Confirmed,Paid,3178.21,373.47,572.08,3376.82
6636,6637,267,14,1,43:36.9,43:36.9,43,Completed,Paid,1520,262.32,273.6,1531.28
6637,6638,267,1850,7,43:36.9,43:36.9,43,Completed,Failed,867.68,8.64,156.18,1015.22
6638,6639,267,1634,7,43:36.9,43:36.9,43,Completed,Pending,3166.25,144,569.92,3592.17
6639,6640,267,1094,5,43:36.9,43:36.9,43,Completed,Paid,4794.87,371.97,863.08,5285.98
6640,6641,267,338,2,43:36.9,43:36.9,43,Confirmed,Refunded,4866.23,151.91,875.92,5590.24
6641,6642,267,2228,9,43:36.9,43:36.9,43,Completed,Paid,4610.36,361.37,829.86,5078.85
6642,6643,267,1688,7,43:36.9,43:36.9,43,Completed,Refunded,4173.43,72.75,751.22,4851.9
6643,6644,267,230,1,43:36.9,43:36.9,43,Confirmed,Paid,745.59,53.35,134.21,826.45
6644,6645,267,2012,8,43:36.9,43:36.9,43,Confirmed,Paid,4334.44,329.24,780.2,4785.4
6645,6646,267,1148,5,43:36.9,43:36.9,43,Confirmed,Refunded,872.93,148.27,157.13,881.79
6646,6647,267,68,1,43:36.9,43:36.9,43,Cancelled,Refunded,2905.57,575.53,523,2853.04
6647,6648,267,1742,7,43:36.9,43:36.9,43,Cancelled,Pending,2515.33,191.02,452.76,2777.07
6648,6649,268,793,3,43:36.9,43:36.9,37,Cancelled,Paid,3724.98,342.34,670.5,4053.14
6649,6650,268,415,2,43:36.9,43:36.9,37,Completed,Failed,2117.09,168.32,381.08,2329.85
6650,6651,268,577,3,43:36.9,43:36.9,37,Cancelled,Paid,3462.62,374.13,623.27,3711.76
6651,6652,268,415,2,43:36.9,43:36.9,37,Confirmed,Failed,2730.96,248.3,491.57,2974.23
6652,6653,268,631,3,43:36.9,43:36.9,37,Cancelled,Failed,3395.55,245.58,611.2,3761.17
6653,6654,268,1711,7,43:36.9,43:36.9,37,Confirmed,Refunded,656.08,73.02,118.09,701.15
6654,6655,268,1063,4,43:36.9,43:36.9,37,Confirmed,Failed,1075.13,28.84,193.52,1239.81
6655,6656,268,1333,5,43:36.9,43:36.9,37,Cancelled,Failed,3751.93,46.88,675.35,4380.4
6656,6657,268,685,3,43:36.9,43:36.9,37,Confirmed,Pending,2849.23,107.01,512.86,3255.08
6657,6658,268,2575,10,43:36.9,43:36.9,37,Completed,Refunded,3025.43,354.49,544.58,3215.52
6658,6659,268,793,3,43:36.9,43:36.9,37,Cancelled,Paid,2780.21,354.09,500.44,2926.56
6659,6660,268,2251,9,43:36.9,43:36.9,37,Completed,Paid,1453.98,57.6,261.72,1658.1
6660,6661,268,577,3,43:36.9,43:36.9,37,Completed,Paid,3356.4,291.31,604.15,3669.24
6661,6662,268,469,2,43:36.9,43:36.9,37,Cancelled,Paid,1705.39,134.58,306.97,1877.78
6662,6663,268,577,3,43:36.9,43:36.9,37,Completed,Refunded,1753.84,234.62,315.69,1834.91
6663,6664,268,1873,7,43:36.9,43:36.9,37,Cancelled,Failed,4172.38,121.6,751.03,4801.81
6664,6665,268,793,3,43:36.9,43:36.9,37,Completed,Paid,2021.9,216.74,363.94,2169.1
6665,6666,268,307,2,43:36.9,43:36.9,37,Completed,Failed,2886.98,4.28,519.66,3402.36
6666,6667,268,901,4,43:36.9,43:36.9,37,Cancelled,Failed,1653.15,151.1,297.57,1799.62
6667,6668,268,1603,6,43:36.9,43:36.9,37,Confirmed,Paid,1315.84,242.14,236.85,1310.55
6668,6669,268,1711,7,43:36.9,43:36.9,37,Cancelled,Paid,3884.55,482.81,699.22,4100.96
6669,6670,268,739,3,43:36.9,43:36.9,37,Confirmed,Pending,2585.97,238.02,465.47,2813.42
6670,6671,268,1765,7,43:36.9,43:36.9,37,Completed,Paid,1563.8,229.11,281.48,1616.17
6671,6672,268,2035,8,43:36.9,43:36.9,37,Cancelled,Failed,3471.89,136.41,624.94,3960.42
6672,6673,268,1765,7,43:36.9,43:36.9,37,Confirmed,Pending,2013.98,115.79,362.52,2260.71
6673,6674,268,1225,5,43:36.9,43:36.9,37,Confirmed,Failed,3807.54,721.89,685.36,3771.01
6674,6675,268,847,4,43:36.9,43:36.9,37,Confirmed,Refunded,2487.56,141.35,447.76,2793.97
6675,6676,268,577,3,43:36.9,43:36.9,37,Cancelled,Pending,777.42,31.03,139.94,886.33
6676,6677,268,253,1,43:36.9,43:36.9,37,Completed,Refunded,522.14,3.57,93.99,612.56
6677,6678,268,469,2,43:36.9,43:36.9,37,Cancelled,Refunded,2398.35,221.58,431.7,2608.47
6678,6679,268,1225,5,43:36.9,43:36.9,37,Completed,Paid,677.26,68.52,121.91,730.65
6679,6680,268,793,3,43:36.9,43:36.9,37,Confirmed,Pending,1492.21,289.78,268.6,1471.03
6680,6681,268,2521,10,43:36.9,43:36.9,37,Completed,Failed,1874.96,348.22,337.49,1864.23
6681,6682,268,1279,5,43:36.9,43:36.9,37,Cancelled,Pending,1327.7,211.84,238.99,1354.85
6682,6683,268,1981,8,43:36.9,43:36.9,37,Completed,Pending,1057.24,141.84,190.3,1105.7
6683,6684,268,2305,9,43:36.9,43:36.9,37,Cancelled,Paid,3829.81,43.2,689.37,4475.98
6684,6685,268,1765,7,43:36.9,43:36.9,37,Completed,Pending,4680.35,931.65,842.46,4591.16
6685,6686,268,2683,10,43:36.9,43:36.9,37,Completed,Failed,1427.95,53.97,257.03,1631.01
6686,6687,269,629,3,43:36.9,43:36.9,21,Confirmed,Refunded,4240.45,521.87,763.28,4481.86
6687,6688,269,467,2,43:36.9,43:36.9,21,Cancelled,Failed,3508.5,475.69,631.53,3664.34
6688,6689,269,2681,10,43:36.9,43:36.9,21,Confirmed,Pending,4612.41,497.4,830.23,4945.24
6689,6690,269,683,3,43:36.9,43:36.9,21,Cancelled,Pending,3239.56,604.07,583.12,3218.61
6690,6691,269,467,2,43:36.9,43:36.9,21,Confirmed,Paid,2322,182.42,417.96,2557.54
6691,6692,269,845,4,43:37.0,43:37.0,21,Completed,Paid,2297.9,263.42,413.62,2448.1
6692,6693,269,89,1,43:37.0,43:37.0,21,Confirmed,Paid,4777.85,68.52,860.01,5569.34
6693,6694,269,2573,10,43:37.0,43:37.0,21,Cancelled,Paid,1664.75,92.09,299.65,1872.31
6694,6695,269,1061,4,43:37.0,43:37.0,21,Confirmed,Pending,2909.11,264.07,523.64,3168.68
6695,6696,269,953,4,43:37.0,43:37.0,21,Cancelled,Pending,4199.13,297.72,755.84,4657.25
6696,6697,269,629,3,43:37.0,43:37.0,21,Cancelled,Paid,3642.79,472.97,655.7,3825.52
6697,6698,269,575,3,43:37.0,43:37.0,21,Confirmed,Refunded,4002.28,264.39,720.41,4458.3
6698,6699,269,629,3,43:37.0,43:37.0,21,Completed,Paid,1927.67,257.15,346.98,2017.5
6699,6700,270,491,2,43:37.0,43:37.0,31,Completed,Pending,4670.87,104.78,840.76,5406.85
6700,6701,270,2003,8,43:37.0,43:37.0,31,Confirmed,Refunded,3309.85,324.56,595.77,3581.06
6701,6702,270,653,3,43:37.0,43:37.0,31,Completed,Refunded,1836.61,362.96,330.59,1804.24
6702,6703,270,2003,8,43:37.0,43:37.0,31,Confirmed,Pending,3800.63,574.97,684.11,3909.77
6703,6704,270,2273,9,43:37.0,43:37.0,31,Confirmed,Paid,4367.07,131.07,786.07,5022.07
6704,6705,270,491,2,43:37.0,43:37.0,31,Confirmed,Paid,3304.76,342.04,594.86,3557.58
6705,6706,270,437,2,43:37.0,43:37.0,31,Confirmed,Paid,3539.12,512.19,637.04,3663.97
6706,6707,270,869,4,43:37.0,43:37.0,31,Confirmed,Paid,4155.15,724.12,747.93,4178.96
6707,6708,270,923,4,43:37.0,43:37.0,31,Completed,Failed,2849.41,187.52,512.89,3174.78
6708,6709,270,113,1,43:37.0,43:37.0,31,Completed,Pending,3514.91,300.73,632.68,3846.86
6709,6710,270,383,2,43:37.0,43:37.0,31,Completed,Failed,4556.83,56.41,820.23,5320.65
6710,6711,270,653,3,43:37.0,43:37.0,31,Completed,Failed,1436.81,92.86,258.63,1602.58
6711,6712,270,1247,5,43:37.0,43:37.0,31,Cancelled,Pending,4705.03,732.6,846.91,4819.34
6712,6713,270,869,4,43:37.0,43:37.0,31,Completed,Refunded,2276.37,263.87,409.75,2422.25
6713,6714,270,329,2,43:37.0,43:37.0,31,Cancelled,Paid,4739.82,177.64,853.17,5415.35
6714,6715,270,1841,7,43:37.0,43:37.0,31,Completed,Paid,981.66,136.21,176.7,1022.15
6715,6716,270,2597,10,43:37.0,43:37.0,31,Completed,Refunded,4272.09,751.82,768.98,4289.25
