Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Service_Time,Booking_Time,Lead_Time,Service_Time_Slot,Base_Fare,Adjusted_Fare,Location_Adjusted_Fare,Final_Payment
23393,946,371,2,2021-09-02,2021-09-04,19,Completed,Refunded,3,07:48:27,2,Night,735,882.0,1072.0,1232.8
20151,813,371,2,2021-09-03,2021-09-07,19,Confirmed,Refunded,18,01:30:50,4,Evening,735,735.0,925.0,1017.5
11089,446,371,2,2021-09-06,2021-09-10,19,Cancelled,Paid,15,17:37:43,4,Afternoon,735,735.0,925.0,971.25
18640,753,371,2,2021-09-07,2021-09-12,19,Completed,Paid,12,12:45:45,5,Afternoon,735,735.0,925.0,971.25
23554,953,371,2,2021-09-07,2021-09-14,19,Completed,Refunded,19,14:32:54,7,Evening,735,735.0,925.0,1017.5
7482,294,371,2,2021-09-06,2021-09-15,19,Cancelled,Refunded,9,09:58:45,9,Morning,735,735.0,925.0,925.0
23378,946,371,2,2021-09-14,2021-09-16,19,Cancelled,Refunded,23,06:33:02,2,Night,735,882.0,1072.0,1232.8
12136,487,371,2,2021-09-17,2021-09-19,19,Confirmed,Paid,1,16:31:23,2,Night,735,882.0,1072.0,1232.8
12164,487,371,2,2021-09-16,2021-09-20,19,Cancelled,Pending,5,21:45:25,4,Night,735,735.0,925.0,1063.75
12450,496,371,2,2021-09-19,2021-09-22,19,Cancelled,Paid,8,10:39:57,3,Morning,735,735.0,925.0,925.0
13058,521,371,2,2021-09-20,2021-09-24,19,Completed,Failed,5,15:52:21,4,Night,735,735.0,925.0,1063.75
19308,781,372,2,2017-03-04,2017-03-09,26,Cancelled,Refunded,17,17:32:41,5,Evening,735,735.0,995.0,1094.5
484,18,372,2,2017-02-28,2017-03-10,26,Confirmed,Failed,19,16:15:50,10,Evening,735,735.0,995.0,1094.5
26071,1050,372,2,2017-03-07,2017-03-11,26,Confirmed,Paid,10,09:50:07,4,Morning,735,735.0,995.0,995.0
13977,564,372,2,2017-03-07,2017-03-13,26,Completed,Paid,22,04:27:01,6,Night,735,735.0,995.0,1144.25
4315,175,372,2,2017-03-13,2017-03-15,26,Cancelled,Paid,20,02:30:30,2,Evening,735,882.0,1142.0,1256.2
1085,46,372,2,2017-03-10,2017-03-16,26,Cancelled,Pending,7,20:31:46,6,Morning,735,735.0,995.0,995.0
1093,46,372,2,2017-03-17,2017-03-19,26,Cancelled,Failed,8,00:10:21,2,Morning,735,882.0,1142.0,1142.0
11254,452,372,2,2017-03-13,2017-03-20,26,Completed,Pending,13,18:52:32,7,Afternoon,735,735.0,995.0,1044.75
3787,154,372,2,2017-03-23,2017-03-25,26,Confirmed,Refunded,9,17:32:26,2,Morning,735,882.0,1142.0,1142.0
25475,1031,373,2,2016-03-24,2016-04-03,32,Completed,Failed,18,19:53:15,10,Evening,735,735.0,1055.0,1160.5
30350,1235,373,2,2016-03-31,2016-04-08,32,Completed,Paid,18,23:51:29,8,Evening,735,735.0,1055.0,1160.5
30339,1235,373,2,2016-04-05,2016-04-10,32,Completed,Failed,23,11:27:34,5,Night,735,735.0,1055.0,1213.25
13725,555,373,2,2016-04-02,2016-04-12,32,Confirmed,Failed,17,16:57:44,10,Evening,735,735.0,1055.0,1160.5
707,28,373,2,2016-04-06,2016-04-16,32,Cancelled,Failed,19,01:00:08,10,Evening,735,735.0,1055.0,1160.5
4592,190,373,2,2016-04-16,2016-04-20,32,Completed,Refunded,11,01:27:48,4,Morning,735,735.0,1055.0,1055.0
20949,851,373,2,2016-04-14,2016-04-21,32,Cancelled,Paid,23,19:30:35,7,Night,735,735.0,1055.0,1213.25
7873,309,373,2,2016-04-15,2016-04-25,32,Confirmed,Failed,11,04:36:03,10,Morning,735,735.0,1055.0,1055.0
24559,990,374,2,2015-05-27,2015-06-04,28,Confirmed,Failed,20,00:31:47,8,Evening,735,735.0,1015.0,1116.5
3246,136,374,2,2015-05-31,2015-06-08,28,Completed,Paid,1,22:15:17,8,Night,735,735.0,1015.0,1167.25
14567,587,374,2,2015-06-07,2015-06-10,28,Completed,Pending,15,19:10:05,3,Afternoon,735,735.0,1015.0,1065.75
29809,1214,374,2,2015-06-01,2015-06-11,28,Completed,Failed,3,06:10:49,10,Night,735,735.0,1015.0,1167.25
16483,664,374,2,2015-06-10,2015-06-13,28,Cancelled,Refunded,2,15:25:13,3,Night,735,735.0,1015.0,1167.25
13665,551,374,2,2015-06-08,2015-06-16,28,Cancelled,Paid,15,00:16:27,8,Afternoon,735,735.0,1015.0,1065.75
22508,912,374,2,2015-06-18,2015-06-21,28,Completed,Paid,18,10:37:57,3,Evening,735,735.0,1015.0,1116.5
31195,1267,374,2,2015-06-17,2015-06-23,28,Confirmed,Paid,4,20:27:27,6,Night,735,735.0,1015.0,1167.25
350,13,374,2,2015-06-23,2015-06-25,28,Cancelled,Paid,11,00:25:40,2,Morning,735,882.0,1162.0,1162.0
4036,164,374,2,2015-06-25,2015-06-29,28,Cancelled,Refunded,15,17:15:08,4,Afternoon,735,735.0,1015.0,1065.75
16486,664,374,2,2015-06-30,2015-07-02,28,Confirmed,Pending,13,11:28:27,2,Afternoon,735,882.0,1162.0,1220.1
6167,250,374,2,2015-06-30,2015-07-06,28,Confirmed,Failed,6,18:40:33,6,Morning,735,735.0,1015.0,1015.0
4034,164,374,2,2015-07-03,2015-07-11,28,Cancelled,Refunded,4,15:12:14,8,Night,735,735.0,1015.0,1167.25
3060,128,374,2,2015-07-04,2015-07-13,28,Confirmed,Pending,20,21:29:28,9,Evening,735,735.0,1015.0,1116.5
6146,250,374,2,2015-07-12,2015-07-15,28,Confirmed,Failed,9,18:27:00,3,Morning,735,735.0,1015.0,1015.0
22496,912,374,2,2015-07-16,2015-07-18,28,Confirmed,Pending,5,12:54:36,2,Night,735,882.0,1162.0,1336.3
31181,1267,374,2,2015-07-15,2015-07-19,28,Completed,Pending,19,00:06:39,4,Evening,735,735.0,1015.0,1116.5
16575,667,374,2,2015-07-14,2015-07-22,28,Cancelled,Refunded,6,21:56:48,8,Morning,735,735.0,1015.0,1015.0
3442,144,374,2,2015-07-23,2015-07-25,28,Confirmed,Refunded,9,13:03:29,2,Morning,735,882.0,1162.0,1162.0
1469,64,374,2,2015-07-25,2015-07-30,28,Completed,Refunded,1,00:17:38,5,Night,735,735.0,1015.0,1167.25
6170,250,374,2,2015-07-28,2015-08-03,28,Cancelled,Refunded,6,15:31:46,6,Morning,735,735.0,1015.0,1015.0
16347,661,374,2,2015-07-29,2015-08-06,28,Completed,Paid,15,15:57:35,8,Afternoon,735,735.0,1015.0,1065.75
31013,1258,374,2,2015-07-30,2015-08-09,28,Completed,Paid,9,03:36:02,10,Morning,735,735.0,1015.0,1015.0
3422,144,374,2,2015-07-31,2015-08-10,28,Completed,Pending,2,09:12:32,10,Night,735,735.0,1015.0,1167.25
337,13,374,2,2015-08-01,2015-08-11,28,Confirmed,Pending,17,04:18:20,10,Evening,735,735.0,1015.0,1116.5
14545,587,374,2,2015-08-10,2015-08-13,28,Completed,Paid,20,18:52:35,3,Evening,735,735.0,1015.0,1116.5
6414,258,374,2,2015-08-06,2015-08-15,28,Completed,Refunded,1,03:53:27,9,Night,735,735.0,1015.0,1167.25
30322,1234,374,2,2015-08-07,2015-08-17,28,Completed,Failed,2,12:15:25,10,Night,735,735.0,1015.0,1167.25
31173,1267,374,2,2015-08-10,2015-08-18,28,Confirmed,Pending,1,03:35:13,8,Night,735,735.0,1015.0,1167.25
18579,748,374,2,2015-08-17,2015-08-21,28,Confirmed,Failed,1,10:32:14,4,Night,735,735.0,1015.0,1167.25
22472,912,374,2,2015-08-18,2015-08-24,28,Completed,Refunded,21,04:44:31,6,Evening,735,735.0,1015.0,1116.5
9257,366,375,2,2012-08-27,2012-09-02,46,Confirmed,Refunded,20,13:42:48,6,Evening,735,735.0,1195.0,1314.5
17291,691,375,2,2012-08-26,2012-09-05,46,Completed,Failed,6,05:01:35,10,Morning,735,735.0,1195.0,1195.0
9507,382,375,2,2012-09-05,2012-09-08,46,Confirmed,Failed,3,17:01:08,3,Night,735,735.0,1195.0,1374.25
31038,1261,375,2,2012-09-08,2012-09-10,46,Completed,Refunded,17,17:03:49,2,Evening,735,882.0,1342.0,1476.2
29351,1196,375,2,2012-09-09,2012-09-11,46,Completed,Pending,14,21:08:23,2,Afternoon,735,882.0,1342.0,1409.1
29360,1196,375,2,2012-09-13,2012-09-15,46,Confirmed,Refunded,11,21:08:28,2,Morning,735,882.0,1342.0,1342.0
5746,235,375,2,2012-09-18,2012-09-20,46,Completed,Paid,2,16:25:19,2,Night,735,882.0,1342.0,1543.3
5753,235,375,2,2012-09-19,2012-09-23,46,Confirmed,Refunded,6,19:32:14,4,Morning,735,735.0,1195.0,1195.0
5748,235,375,2,2012-09-23,2012-09-28,46,Cancelled,Failed,6,14:01:58,5,Morning,735,735.0,1195.0,1195.0
31058,1261,375,2,2012-09-23,2012-10-02,46,Cancelled,Paid,13,00:11:39,9,Afternoon,735,735.0,1195.0,1254.75
19443,785,375,2,2012-09-26,2012-10-04,46,Cancelled,Refunded,23,12:37:02,8,Night,735,735.0,1195.0,1374.25
32235,1315,375,2,2012-09-28,2012-10-06,46,Completed,Pending,2,20:31:52,8,Night,735,735.0,1195.0,1374.25
9244,366,375,2,2012-10-07,2012-10-10,46,Completed,Refunded,22,04:18:11,3,Night,735,735.0,1195.0,1374.25
9612,385,376,2,2015-12-27,2016-01-06,15,Confirmed,Refunded,9,22:43:10,10,Morning,735,735.0,885.0,885.0
17615,705,376,2,2015-12-31,2016-01-07,15,Completed,Refunded,15,07:26:14,7,Afternoon,735,735.0,885.0,929.25
11654,470,376,2,2015-12-29,2016-01-08,15,Confirmed,Pending,18,23:47:00,10,Evening,735,735.0,885.0,973.5
5774,236,376,2,2016-01-08,2016-01-12,15,Confirmed,Refunded,15,18:50:27,4,Afternoon,735,735.0,885.0,929.25
9586,385,376,2,2016-01-08,2016-01-14,15,Completed,Paid,11,07:10:25,6,Morning,735,735.0,885.0,885.0
23543,952,376,2,2016-01-11,2016-01-18,15,Confirmed,Paid,14,19:05:07,7,Afternoon,735,735.0,885.0,929.25
7974,312,376,2,2016-01-14,2016-01-19,15,Cancelled,Failed,6,14:38:33,5,Morning,735,735.0,885.0,885.0
23535,952,376,2,2016-01-13,2016-01-23,15,Cancelled,Pending,3,19:14:32,10,Night,735,735.0,885.0,1017.75
17634,705,376,2,2016-01-21,2016-01-25,15,Confirmed,Refunded,13,03:00:53,4,Afternoon,735,735.0,885.0,929.25
5420,220,376,2,2016-01-24,2016-01-29,15,Confirmed,Refunded,3,09:55:40,5,Night,735,735.0,885.0,1017.75
28747,1170,377,2,2013-09-03,2013-09-11,45,Cancelled,Pending,18,11:12:15,8,Evening,735,735.0,1185.0,1303.5
8798,346,377,2,2013-09-03,2013-09-12,45,Confirmed,Refunded,19,17:39:55,9,Evening,735,735.0,1185.0,1303.5
14298,578,377,2,2013-09-09,2013-09-13,45,Completed,Pending,17,07:37:54,4,Evening,735,735.0,1185.0,1303.5
12807,511,377,2,2013-09-15,2013-09-17,45,Confirmed,Paid,21,04:24:46,2,Evening,735,882.0,1332.0,1465.2
4229,171,377,2,2013-09-15,2013-09-20,45,Confirmed,Failed,2,05:17:38,5,Night,735,735.0,1185.0,1362.75
12805,511,377,2,2013-09-15,2013-09-25,45,Cancelled,Failed,11,05:56:05,10,Morning,735,735.0,1185.0,1185.0
2838,119,377,2,2013-09-26,2013-09-28,45,Cancelled,Refunded,21,00:48:30,2,Evening,735,882.0,1332.0,1465.2
12814,511,377,2,2013-09-23,2013-10-01,45,Cancelled,Refunded,8,03:47:58,8,Morning,735,735.0,1185.0,1185.0
4202,171,377,2,2013-09-27,2013-10-03,45,Completed,Pending,13,10:33:25,6,Afternoon,735,735.0,1185.0,1244.25
28243,1145,377,2,2013-10-04,2013-10-06,45,Confirmed,Pending,3,10:28:04,2,Night,735,882.0,1332.0,1531.8
24832,1000,378,2,2017-01-26,2017-02-03,27,Cancelled,Paid,5,16:53:08,8,Night,735,735.0,1005.0,1155.75
7808,307,378,2,2017-01-30,2017-02-08,27,Confirmed,Paid,0,23:52:47,9,Night,735,735.0,1005.0,1155.75
31119,1265,378,2,2017-02-07,2017-02-13,27,Confirmed,Failed,9,14:37:19,6,Morning,735,735.0,1005.0,1005.0
19991,806,378,2,2017-02-05,2017-02-14,27,Confirmed,Failed,4,00:18:44,9,Night,735,735.0,1005.0,1155.75
19985,806,378,2,2017-02-13,2017-02-18,27,Confirmed,Refunded,22,08:14:18,5,Night,735,735.0,1005.0,1155.75
25625,1035,378,2,2017-02-14,2017-02-23,27,Confirmed,Refunded,12,01:54:48,9,Afternoon,735,735.0,1005.0,1055.25
30604,1243,378,2,2017-02-20,2017-02-28,27,Completed,Pending,23,20:36:05,8,Night,735,735.0,1005.0,1155.75
25649,1035,378,2,2017-02-27,2017-03-02,27,Confirmed,Pending,10,08:40:25,3,Morning,735,735.0,1005.0,1005.0
26508,1065,378,2,2017-02-27,2017-03-06,27,Confirmed,Failed,15,17:15:57,7,Afternoon,735,735.0,1005.0,1055.25
27851,1129,378,2,2017-03-04,2017-03-08,27,Confirmed,Refunded,15,17:06:38,4,Afternoon,735,735.0,1005.0,1055.25
31142,1265,378,2,2017-03-03,2017-03-12,27,Completed,Refunded,4,09:18:08,9,Night,735,735.0,1005.0,1155.75
32246,1316,378,2,2017-03-09,2017-03-15,27,Confirmed,Paid,10,06:04:04,6,Morning,735,735.0,1005.0,1005.0
32673,1333,379,2,2013-09-23,2013-10-03,25,Completed,Pending,3,06:48:40,10,Night,735,735.0,985.0,1132.75
28155,1142,379,2,2013-09-28,2013-10-07,25,Cancelled,Paid,2,23:00:31,9,Night,735,735.0,985.0,1132.75
23230,941,379,2,2013-10-01,2013-10-10,25,Confirmed,Failed,3,03:48:38,9,Night,735,735.0,985.0,1132.75
28136,1142,379,2,2013-10-05,2013-10-13,25,Completed,Paid,5,21:43:47,8,Night,735,735.0,985.0,1132.75
30666,1244,379,2,2013-10-16,2013-10-18,25,Cancelled,Refunded,19,08:07:26,2,Evening,735,882.0,1132.0,1245.2
14679,593,379,2,2013-10-15,2013-10-23,25,Completed,Refunded,7,16:03:18,8,Morning,735,735.0,985.0,985.0
3474,146,379,2,2013-10-16,2013-10-24,25,Completed,Failed,15,13:24:27,8,Afternoon,735,735.0,985.0,1034.25
29479,1199,380,2,2020-08-11,2020-08-20,50,Completed,Refunded,23,03:47:50,9,Night,735,735.0,1235.0,1420.25
15240,611,380,2,2020-08-21,2020-08-23,50,Confirmed,Pending,12,15:51:04,2,Afternoon,735,882.0,1382.0,1451.1
32796,1337,380,2,2020-08-20,2020-08-24,50,Cancelled,Refunded,14,13:29:09,4,Afternoon,735,735.0,1235.0,1296.75
29320,1195,380,2,2020-08-24,2020-08-26,50,Cancelled,Refunded,22,09:07:29,2,Night,735,882.0,1382.0,1589.3
8671,340,380,2,2020-08-19,2020-08-27,50,Confirmed,Pending,20,15:48:33,8,Evening,735,735.0,1235.0,1358.5
32907,97,380,2,2020-08-22,2020-08-28,50,Confirmed,Pending,13,00:58:30,6,Afternoon,735,735.0,1235.0,1296.75
13334,539,380,2,2020-08-24,2020-08-30,50,Completed,Paid,17,23:43:27,6,Evening,735,735.0,1235.0,1358.5
29328,1195,380,2,2020-08-26,2020-09-02,50,Confirmed,Refunded,11,15:46:31,7,Morning,735,735.0,1235.0,1235.0
29306,1195,380,2,2020-08-31,2020-09-05,50,Cancelled,Pending,13,09:00:37,5,Afternoon,735,735.0,1235.0,1296.75
2339,97,380,2,2020-09-02,2020-09-07,50,Completed,Failed,9,06:30:12,5,Morning,735,735.0,1235.0,1235.0
18824,763,380,2,2020-09-04,2020-09-10,50,Confirmed,Paid,4,20:05:38,6,Night,735,735.0,1235.0,1420.25
15249,611,380,2,2020-09-03,2020-09-12,50,Cancelled,Failed,23,11:31:46,9,Night,735,735.0,1235.0,1420.25
13622,550,380,2,2020-09-10,2020-09-14,50,Cancelled,Paid,19,23:58:40,4,Evening,735,735.0,1235.0,1358.5
29468,1199,380,2,2020-09-11,2020-09-18,50,Confirmed,Paid,17,13:11:28,7,Evening,735,735.0,1235.0,1358.5
5084,206,380,2,2020-09-12,2020-09-22,50,Confirmed,Refunded,16,17:46:06,10,Afternoon,735,735.0,1235.0,1296.75
28350,1151,380,2,2020-09-19,2020-09-24,50,Confirmed,Refunded,15,09:25:01,5,Afternoon,735,735.0,1235.0,1296.75
2342,97,380,2,2020-09-21,2020-09-25,50,Cancelled,Refunded,1,13:40:02,4,Night,735,735.0,1235.0,1420.25
914,38,380,2,2020-09-17,2020-09-27,50,Confirmed,Refunded,7,04:34:21,10,Morning,735,735.0,1235.0,1235.0
304,12,380,2,2020-09-23,2020-09-30,50,Confirmed,Failed,15,17:04:05,7,Afternoon,735,735.0,1235.0,1296.75
14149,571,381,2,2015-04-01,2015-04-11,9,Completed,Pending,0,23:55:22,10,Night,735,735.0,825.0,948.75
7568,296,381,2,2015-04-04,2015-04-14,9,Cancelled,Pending,4,13:35:53,10,Night,735,735.0,825.0,948.75
32456,1326,381,2,2015-04-14,2015-04-16,9,Completed,Refunded,9,19:48:39,2,Morning,735,882.0,972.0,972.0
25829,1041,381,2,2015-04-12,2015-04-18,9,Confirmed,Paid,16,08:22:13,6,Afternoon,735,735.0,825.0,866.25
18296,731,382,2,2015-07-04,2015-07-09,29,Completed,Refunded,5,13:01:57,5,Night,735,735.0,1025.0,1178.75
18880,765,382,2,2015-07-06,2015-07-13,29,Completed,Failed,5,08:10:35,7,Night,735,735.0,1025.0,1178.75
12285,492,382,2,2015-07-16,2015-07-18,29,Cancelled,Paid,12,03:05:06,2,Afternoon,735,882.0,1172.0,1230.6
27586,1115,382,2,2015-07-11,2015-07-20,29,Completed,Refunded,23,07:30:44,9,Night,735,735.0,1025.0,1178.75
18759,759,382,2,2015-07-23,2015-07-25,29,Cancelled,Paid,14,19:22:54,2,Afternoon,735,882.0,1172.0,1230.6
31115,1263,382,2,2015-07-18,2015-07-27,29,Completed,Refunded,5,19:32:50,9,Night,735,735.0,1025.0,1178.75
17996,721,382,2,2015-07-19,2015-07-28,29,Completed,Paid,23,00:07:25,9,Night,735,735.0,1025.0,1178.75
32186,1313,382,2,2015-07-27,2015-07-30,29,Completed,Failed,15,12:38:06,3,Afternoon,735,735.0,1025.0,1076.25
18912,765,382,2,2015-07-26,2015-08-02,29,Cancelled,Refunded,9,17:51:24,7,Morning,735,735.0,1025.0,1025.0
25971,1047,382,2,2015-07-28,2015-08-04,29,Completed,Paid,5,13:13:58,7,Night,735,735.0,1025.0,1178.75
30901,1255,382,2,2015-07-28,2015-08-06,29,Confirmed,Failed,12,22:48:43,9,Afternoon,735,735.0,1025.0,1076.25
30941,1255,382,2,2015-08-02,2015-08-11,29,Completed,Pending,9,14:53:58,9,Morning,735,735.0,1025.0,1025.0
31112,1263,382,2,2015-08-11,2015-08-15,29,Confirmed,Pending,14,20:55:10,4,Afternoon,735,735.0,1025.0,1076.25
32195,1313,382,2,2015-08-08,2015-08-17,29,Confirmed,Failed,4,03:35:01,9,Night,735,735.0,1025.0,1178.75
17417,696,382,2,2015-08-12,2015-08-21,29,Completed,Failed,14,00:38:54,9,Afternoon,735,735.0,1025.0,1076.25
30900,1255,382,2,2015-08-21,2015-08-25,29,Confirmed,Failed,0,14:04:41,4,Night,735,735.0,1025.0,1178.75
17975,721,382,2,2015-08-23,2015-08-29,29,Cancelled,Paid,0,17:06:17,6,Night,735,735.0,1025.0,1178.75
18001,721,382,2,2015-08-26,2015-09-01,29,Cancelled,Refunded,5,07:36:49,6,Night,735,735.0,1025.0,1178.75
30911,1255,382,2,2015-08-28,2015-09-02,29,Completed,Failed,8,08:47:46,5,Morning,735,735.0,1025.0,1025.0
29534,1201,382,2,2015-08-30,2015-09-05,29,Confirmed,Paid,14,09:00:43,6,Afternoon,735,735.0,1025.0,1076.25
12304,492,382,2,2015-08-31,2015-09-07,29,Cancelled,Paid,2,01:30:22,7,Night,735,735.0,1025.0,1178.75
9140,362,382,2,2015-09-06,2015-09-12,29,Completed,Paid,9,17:24:40,6,Morning,735,735.0,1025.0,1025.0
17747,712,382,2,2015-09-08,2015-09-15,29,Cancelled,Failed,0,17:41:53,7,Night,735,735.0,1025.0,1178.75
6724,270,383,2,2014-05-16,2014-05-22,31,Cancelled,Pending,3,02:56:38,6,Night,735,735.0,1045.0,1201.75
1313,56,383,2,2014-05-13,2014-05-23,31,Completed,Pending,0,23:10:23,10,Night,735,735.0,1045.0,1201.75
23643,955,383,2,2014-05-20,2014-05-27,31,Confirmed,Refunded,16,02:14:44,7,Afternoon,735,735.0,1045.0,1097.25
6710,270,383,2,2014-05-24,2014-05-29,31,Completed,Failed,5,22:57:03,5,Night,735,735.0,1045.0,1201.75
6073,246,383,2,2014-05-27,2014-06-02,31,Confirmed,Pending,16,21:24:56,6,Afternoon,735,735.0,1045.0,1097.25
7280,289,383,2,2014-05-30,2014-06-03,31,Confirmed,Paid,20,21:39:46,4,Evening,735,735.0,1045.0,1149.5
8067,316,383,2,2014-05-27,2014-06-05,31,Confirmed,Failed,14,22:30:19,9,Afternoon,735,735.0,1045.0,1097.25
15837,637,383,2,2014-06-06,2014-06-10,31,Cancelled,Paid,15,09:46:01,4,Afternoon,735,735.0,1045.0,1097.25
30264,1232,383,2,2014-06-02,2014-06-12,31,Confirmed,Pending,20,23:35:11,10,Evening,735,735.0,1045.0,1149.5
28066,1138,383,2,2014-06-09,2014-06-15,31,Cancelled,Pending,11,00:53:14,6,Morning,735,735.0,1045.0,1045.0
2672,113,383,2,2014-06-12,2014-06-20,31,Confirmed,Refunded,20,13:49:08,8,Evening,735,735.0,1045.0,1149.5
31475,1280,383,2,2014-06-12,2014-06-21,31,Cancelled,Paid,10,07:33:48,9,Morning,735,735.0,1045.0,1045.0
2649,113,383,2,2014-06-16,2014-06-24,31,Completed,Pending,8,21:04:52,8,Morning,735,735.0,1045.0,1045.0
8036,316,383,2,2014-06-21,2014-06-29,31,Confirmed,Pending,10,15:52:33,8,Morning,735,735.0,1045.0,1045.0
32399,1324,383,2,2014-06-27,2014-07-03,31,Completed,Pending,19,18:01:09,6,Evening,735,735.0,1045.0,1149.5
32410,1324,383,2,2014-07-03,2014-07-08,31,Completed,Paid,23,10:49:44,5,Night,735,735.0,1045.0,1201.75
30265,1232,383,2,2014-07-07,2014-07-13,31,Completed,Pending,14,14:07:37,6,Afternoon,735,735.0,1045.0,1097.25
8034,316,383,2,2014-07-13,2014-07-18,31,Cancelled,Paid,19,23:41:17,5,Evening,735,735.0,1045.0,1149.5
7305,289,383,2,2014-07-21,2014-07-23,31,Cancelled,Pending,13,09:34:55,2,Afternoon,735,882.0,1192.0,1251.6
15827,637,383,2,2014-07-23,2014-07-26,31,Completed,Failed,9,13:58:38,3,Morning,735,735.0,1045.0,1045.0
5197,211,383,2,2014-07-19,2014-07-28,31,Cancelled,Refunded,8,20:25:18,9,Morning,735,735.0,1045.0,1045.0
19121,773,383,2,2014-07-25,2014-07-30,31,Completed,Refunded,19,01:09:12,5,Evening,735,735.0,1045.0,1149.5
24041,971,383,2,2014-07-25,2014-08-04,31,Completed,Pending,5,09:23:14,10,Night,735,735.0,1045.0,1201.75
13791,559,383,2,2014-08-01,2014-08-09,31,Confirmed,Refunded,0,12:29:34,8,Night,735,735.0,1045.0,1201.75
8831,349,384,2,2020-09-23,2020-10-02,12,Confirmed,Pending,15,06:46:53,9,Afternoon,735,735.0,855.0,897.75
22562,914,384,2,2020-09-27,2020-10-03,12,Completed,Failed,15,19:37:48,6,Afternoon,735,735.0,855.0,897.75
3010,125,384,2,2020-09-27,2020-10-07,12,Cancelled,Pending,11,14:19:16,10,Morning,735,735.0,855.0,855.0
8852,349,384,2,2020-10-09,2020-10-12,12,Completed,Pending,1,07:50:39,3,Night,735,735.0,855.0,983.25
379,14,384,2,2020-10-14,2020-10-16,12,Confirmed,Paid,13,17:31:28,2,Afternoon,735,882.0,1002.0,1052.1
19633,793,384,2,2020-10-18,2020-10-20,12,Completed,Failed,19,16:57:34,2,Evening,735,882.0,1002.0,1102.2
10771,435,384,2,2020-10-17,2020-10-25,12,Confirmed,Paid,4,08:46:37,8,Night,735,735.0,855.0,983.25
11387,459,384,2,2020-10-23,2020-10-27,12,Completed,Paid,5,11:47:49,4,Night,735,735.0,855.0,983.25
19659,793,384,2,2020-10-24,2020-11-01,12,Confirmed,Pending,1,14:52:01,8,Night,735,735.0,855.0,983.25
28840,1174,384,2,2020-11-01,2020-11-06,12,Confirmed,Paid,7,10:20:39,5,Morning,735,735.0,855.0,855.0
20742,841,384,2,2020-11-08,2020-11-11,12,Confirmed,Failed,8,14:31:33,3,Morning,735,735.0,855.0,855.0
849,32,384,2,2020-11-14,2020-11-16,12,Cancelled,Refunded,16,11:35:37,2,Afternoon,735,882.0,1002.0,1052.1
10776,435,384,2,2020-11-15,2020-11-20,12,Cancelled,Failed,22,11:56:25,5,Night,735,735.0,855.0,983.25
31513,1282,384,2,2020-11-16,2020-11-23,12,Confirmed,Failed,15,16:29:00,7,Afternoon,735,735.0,855.0,897.75
26973,1089,384,2,2020-11-18,2020-11-26,12,Completed,Pending,19,01:10:46,8,Evening,735,735.0,855.0,940.5
824,32,384,2,2020-11-22,2020-11-28,12,Confirmed,Paid,13,23:01:32,6,Afternoon,735,735.0,855.0,897.75
62,2,385,2,2012-06-27,2012-07-01,53,Completed,Refunded,10,01:53:14,4,Morning,735,735.0,1265.0,1265.0
16157,649,385,2,2012-07-01,2012-07-04,53,Completed,Failed,4,17:58:26,3,Night,735,735.0,1265.0,1454.75
6953,277,385,2,2012-06-30,2012-07-07,53,Confirmed,Paid,22,11:48:05,7,Night,735,735.0,1265.0,1454.75
5147,209,385,2,2012-07-06,2012-07-10,53,Completed,Refunded,17,18:46:32,4,Evening,735,735.0,1265.0,1391.5
2411,101,385,2,2012-07-08,2012-07-13,53,Cancelled,Refunded,0,05:11:01,5,Night,735,735.0,1265.0,1454.75
30544,1241,385,2,2012-07-10,2012-07-15,53,Completed,Pending,9,06:04:28,5,Morning,735,735.0,1265.0,1265.0
6931,277,385,2,2012-07-11,2012-07-20,53,Completed,Failed,17,11:38:02,9,Evening,735,735.0,1265.0,1391.5
1828,77,385,2,2012-07-12,2012-07-22,53,Cancelled,Pending,17,14:35:47,10,Evening,735,735.0,1265.0,1391.5
8541,336,385,2,2012-07-14,2012-07-24,53,Confirmed,Pending,16,10:25:26,10,Afternoon,735,735.0,1265.0,1328.25
10082,406,385,2,2012-07-16,2012-07-26,53,Cancelled,Failed,20,14:07:29,10,Evening,735,735.0,1265.0,1391.5
26151,1053,385,2,2012-07-27,2012-07-30,53,Completed,Refunded,3,05:36:25,3,Night,735,735.0,1265.0,1454.75
636,24,385,2,2012-07-27,2012-08-03,53,Confirmed,Paid,22,06:12:04,7,Night,735,735.0,1265.0,1454.75
26165,1053,385,2,2012-07-25,2012-08-04,53,Completed,Failed,17,03:38:32,10,Evening,735,735.0,1265.0,1391.5
60,2,385,2,2012-08-02,2012-08-09,53,Completed,Failed,16,15:13:08,7,Afternoon,735,735.0,1265.0,1328.25
29146,1186,385,2,2012-08-04,2012-08-10,53,Completed,Failed,3,04:43:09,6,Night,735,735.0,1265.0,1454.75
10090,406,385,2,2012-08-09,2012-08-14,53,Cancelled,Failed,4,21:47:04,5,Night,735,735.0,1265.0,1454.75
29279,1192,386,2,2013-02-13,2013-02-22,14,Cancelled,Refunded,13,10:58:38,9,Afternoon,735,735.0,875.0,918.75
18616,752,386,2,2013-02-18,2013-02-24,14,Confirmed,Paid,11,18:20:34,6,Morning,735,735.0,875.0,875.0
