Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Service_Time,Booking_Time
31734,1293,311,2,29-10-2018,03-11-2018,1,Completed,Refunded,05:32:03,22:30:27
25721,1037,311,2,30-10-2018,05-11-2018,1,Completed,Failed,09:13:25,04:30:14
27822,1127,311,2,03-11-2018,07-11-2018,1,Completed,Pending,11:52:17,04:37:22
27839,1127,311,2,06-11-2018,08-11-2018,1,Completed,Refunded,11:21:45,00:28:55
28517,1157,311,2,09-11-2018,12-11-2018,1,Completed,Pending,15:06:27,16:31:02
12870,514,311,2,08-11-2018,15-11-2018,1,Cancelled,Failed,04:52:48,09:45:14
28796,1173,311,2,14-11-2018,20-11-2018,1,Confirmed,Failed,20:02:39,23:29:21
3290,138,311,2,19-11-2018,21-11-2018,1,Completed,Failed,06:30:57,13:36:55
28833,1173,311,2,18-11-2018,22-11-2018,1,Confirmed,Pending,21:57:25,20:23:13
11316,455,311,2,18-11-2018,25-11-2018,1,Completed,Refunded,14:53:09,12:01:07
25696,1037,311,2,24-11-2018,30-11-2018,1,Completed,Pending,06:20:18,07:13:38
31747,1293,311,2,25-11-2018,01-12-2018,1,Cancelled,Refunded,14:29:44,12:13:42
12871,514,311,2,04-12-2018,06-12-2018,1,Completed,Failed,10:10:29,17:12:07
9757,392,312,2,16-01-2017,24-01-2017,23,Cancelled,Refunded,15:51:09,20:32:40
17137,687,312,2,20-01-2017,25-01-2017,23,Cancelled,Failed,08:47:13,07:25:19
23277,942,312,2,21-01-2017,27-01-2017,23,Confirmed,Paid,05:37:56,21:20:57
18862,764,312,2,26-01-2017,30-01-2017,23,Completed,Failed,02:40:38,12:00:37
26172,1054,312,2,22-01-2017,31-01-2017,23,Confirmed,Failed,04:34:58,13:38:04
22931,927,312,2,24-01-2017,01-02-2017,23,Cancelled,Refunded,11:46:36,08:34:40
25589,1034,312,2,28-01-2017,06-02-2017,23,Cancelled,Paid,22:47:37,09:45:16
12114,486,312,2,06-02-2017,11-02-2017,23,Completed,Pending,17:00:26,06:28:14
32729,1334,312,2,06-02-2017,13-02-2017,23,Cancelled,Refunded,02:21:15,16:57:55
17737,711,312,2,15-02-2017,17-02-2017,23,Confirmed,Failed,19:42:21,06:19:55
9748,392,312,2,15-02-2017,21-02-2017,23,Confirmed,Pending,08:59:18,01:56:23
24578,991,312,2,17-02-2017,24-02-2017,23,Confirmed,Failed,17:33:34,18:04:10
1980,81,312,2,21-02-2017,26-02-2017,23,Cancelled,Refunded,20:34:47,11:18:54
13205,529,313,2,18-06-2013,22-06-2013,5,Cancelled,Pending,20:37:04,01:38:20
13442,542,313,2,19-06-2013,26-06-2013,5,Confirmed,Failed,00:37:28,23:00:36
25842,1042,313,2,24-06-2013,30-06-2013,5,Completed,Pending,03:52:58,22:11:13
7360,291,313,2,22-06-2013,02-07-2013,5,Cancelled,Pending,04:01:09,04:35:56
7229,285,313,2,01-07-2013,04-07-2013,5,Cancelled,Refunded,17:33:00,16:58:46
9988,403,313,2,30-06-2013,09-07-2013,5,Confirmed,Refunded,03:09:15,22:31:24
27206,1097,313,2,08-07-2013,13-07-2013,5,Confirmed,Failed,01:42:51,13:12:10
18936,766,314,2,20-09-2012,24-09-2012,6,Completed,Pending,23:26:59,23:46:56
4943,201,314,2,22-09-2012,28-09-2012,6,Completed,Paid,06:04:25,14:03:33
13066,522,314,2,28-09-2012,02-10-2012,6,Completed,Failed,08:33:12,03:32:25
21457,871,314,2,05-10-2012,07-10-2012,6,Confirmed,Paid,22:27:11,20:56:05
26334,1059,314,2,30-09-2012,10-10-2012,6,Cancelled,Paid,14:37:15,01:32:20
27540,1112,314,2,10-10-2012,14-10-2012,6,Confirmed,Pending,21:18:25,03:16:51
7406,292,315,2,04-02-2018,10-02-2018,39,Completed,Paid,08:16:39,11:15:46
22036,897,315,2,09-02-2018,14-02-2018,39,Completed,Refunded,03:10:42,15:58:02
32563,1329,315,2,13-02-2018,19-02-2018,39,Completed,Failed,12:50:55,16:19:38
27337,1102,315,2,20-02-2018,24-02-2018,39,Completed,Pending,13:37:39,15:47:39
1317,57,315,2,19-02-2018,01-03-2018,39,Cancelled,Failed,12:43:07,04:43:18
7440,292,315,2,26-02-2018,05-03-2018,39,Confirmed,Pending,14:25:40,22:42:49
7404,292,315,2,02-03-2018,08-03-2018,39,Confirmed,Paid,14:36:55,16:37:57
9391,376,315,2,09-03-2018,12-03-2018,39,Cancelled,Refunded,05:45:43,23:30:58
2005,83,315,2,13-03-2018,17-03-2018,39,Confirmed,Paid,10:25:29,11:35:21
22033,897,315,2,18-03-2018,20-03-2018,39,Confirmed,Paid,19:16:30,16:16:34
6008,244,315,2,16-03-2018,25-03-2018,39,Completed,Pending,13:54:06,04:17:09
9852,395,315,2,21-03-2018,26-03-2018,39,Confirmed,Refunded,13:00:29,00:42:10
21223,860,315,2,26-03-2018,31-03-2018,39,Confirmed,Refunded,03:15:33,23:53:28
5187,210,315,2,01-04-2018,03-04-2018,39,Completed,Paid,06:42:55,04:26:49
15795,636,315,2,26-03-2018,05-04-2018,39,Completed,Paid,11:29:37,10:59:08
22030,897,315,2,31-03-2018,06-04-2018,39,Confirmed,Failed,05:21:54,12:38:13
14225,575,315,2,01-04-2018,08-04-2018,39,Completed,Pending,17:55:23,03:01:44
1333,57,315,2,07-04-2018,10-04-2018,39,Cancelled,Failed,07:37:07,05:41:08
5175,210,315,2,08-04-2018,14-04-2018,39,Confirmed,Paid,23:51:13,21:15:14
9855,395,315,2,08-04-2018,17-04-2018,39,Confirmed,Pending,10:13:19,01:51:09
2007,83,315,2,12-04-2018,21-04-2018,39,Confirmed,Failed,07:33:56,09:07:27
21941,892,316,2,10-01-2018,19-01-2018,30,Confirmed,Refunded,10:22:12,00:18:50
28250,1146,316,2,17-01-2018,24-01-2018,30,Cancelled,Pending,21:18:06,06:50:04
28251,1146,316,2,19-01-2018,28-01-2018,30,Cancelled,Paid,19:48:03,20:35:04
31485,1281,316,2,21-01-2018,30-01-2018,30,Completed,Refunded,00:33:21,04:03:17
28265,1146,316,2,25-01-2018,04-02-2018,30,Completed,Pending,08:06:17,19:28:02
33006,1175,316,2,29-01-2018,05-02-2018,30,Cancelled,Failed,15:53:39,15:36:33
31098,1262,316,2,04-02-2018,10-02-2018,30,Completed,Refunded,23:03:31,05:40:02
4290,173,316,2,05-02-2018,12-02-2018,30,Confirmed,Refunded,20:48:08,17:16:45
20312,819,317,2,12-05-2020,20-05-2020,19,Cancelled,Refunded,01:30:14,13:53:29
20315,819,317,2,21-05-2020,25-05-2020,19,Cancelled,Paid,19:20:03,13:04:06
12993,518,317,2,20-05-2020,26-05-2020,19,Completed,Paid,20:35:44,06:30:12
28724,1167,317,2,23-05-2020,28-05-2020,19,Completed,Failed,23:33:22,03:09:01
20837,845,317,2,24-05-2020,31-05-2020,19,Cancelled,Pending,13:27:44,03:02:58
23377,946,317,2,29-05-2020,04-06-2020,19,Completed,Refunded,20:05:10,04:45:47
27753,1123,317,2,30-05-2020,05-06-2020,19,Completed,Paid,19:57:42,03:54:35
24553,989,317,2,29-05-2020,07-06-2020,19,Confirmed,Pending,22:27:41,06:45:24
24522,989,317,2,09-06-2020,12-06-2020,19,Cancelled,Pending,23:05:30,10:30:59
23580,953,317,2,11-06-2020,15-06-2020,19,Cancelled,Pending,06:50:31,20:49:27
5112,208,317,2,14-06-2020,17-06-2020,19,Completed,Failed,23:34:18,00:43:22
10588,427,317,2,13-06-2020,20-06-2020,19,Completed,Refunded,19:33:11,18:03:05
3581,149,318,2,02-04-2017,04-04-2017,26,Confirmed,Paid,11:51:07,23:25:46
1095,46,318,2,01-04-2017,07-04-2017,26,Cancelled,Refunded,05:48:48,06:58:25
14913,600,318,2,06-04-2017,11-04-2017,26,Cancelled,Refunded,02:11:09,17:28:56
26329,1058,318,2,05-04-2017,13-04-2017,26,Completed,Refunded,11:49:27,16:36:49
1795,75,318,2,10-04-2017,14-04-2017,26,Cancelled,Refunded,12:02:08,22:23:45
17564,703,318,2,12-04-2017,17-04-2017,26,Cancelled,Refunded,11:07:47,15:14:21
27298,1101,319,2,20-01-2019,24-01-2019,32,Cancelled,Failed,21:21:47,19:56:38
715,28,319,2,24-01-2019,26-01-2019,32,Completed,Failed,14:58:49,00:34:19
4793,197,319,2,28-01-2019,31-01-2019,32,Cancelled,Failed,10:49:41,07:02:07
25521,1031,319,2,26-01-2019,03-02-2019,32,Confirmed,Paid,16:46:51,03:37:22
25505,1031,319,2,25-01-2019,04-02-2019,32,Confirmed,Failed,00:56:04,19:06:05
4775,197,319,2,05-02-2019,09-02-2019,32,Cancelled,Pending,19:24:42,11:16:16
25519,1031,319,2,03-02-2019,10-02-2019,32,Cancelled,Refunded,02:56:50,01:14:14
25508,1031,319,2,05-02-2019,15-02-2019,32,Cancelled,Paid,09:13:53,15:39:08
13723,555,319,2,13-02-2019,16-02-2019,32,Cancelled,Paid,21:11:38,20:51:06
2183,90,319,2,13-02-2019,19-02-2019,32,Confirmed,Paid,22:38:47,08:30:37
2178,90,319,2,13-02-2019,21-02-2019,32,Cancelled,Pending,23:28:38,14:42:20
27301,1101,319,2,17-02-2019,22-02-2019,32,Confirmed,Pending,13:18:00,16:31:18
4593,190,319,2,15-02-2019,25-02-2019,32,Cancelled,Failed,05:51:02,15:42:27
718,28,319,2,18-02-2019,27-02-2019,32,Completed,Pending,02:29:34,16:17:14
4586,190,319,2,22-02-2019,28-02-2019,32,Cancelled,Pending,02:11:08,15:53:31
25482,1031,319,2,23-02-2019,01-03-2019,32,Cancelled,Refunded,22:59:26,06:54:38
27300,1101,319,2,26-02-2019,02-03-2019,32,Cancelled,Refunded,08:18:29,06:30:42
14533,587,320,2,27-10-2022,04-11-2022,28,Cancelled,Paid,04:05:53,03:04:58
32313,1319,320,2,28-10-2022,06-11-2022,28,Cancelled,Paid,08:06:16,09:39:11
321,13,320,2,02-11-2022,11-11-2022,28,Confirmed,Refunded,10:19:56,13:55:44
16463,664,320,2,09-11-2022,14-11-2022,28,Cancelled,Refunded,06:56:46,21:05:47
30987,1258,320,2,15-11-2022,19-11-2022,28,Cancelled,Refunded,18:50:05,17:55:11
14569,587,320,2,16-11-2022,21-11-2022,28,Completed,Failed,17:57:50,21:39:14
30984,1258,320,2,20-11-2022,22-11-2022,28,Completed,Paid,20:28:00,04:45:10
30988,1258,320,2,17-11-2022,27-11-2022,28,Cancelled,Paid,11:38:53,10:59:36
30676,1245,320,2,23-11-2022,29-11-2022,28,Confirmed,Paid,09:34:23,02:01:55
14534,587,320,2,28-11-2022,30-11-2022,28,Confirmed,Paid,20:24:52,10:10:36
30332,1234,320,2,23-11-2022,01-12-2022,28,Cancelled,Failed,12:19:26,00:26:33
26630,1070,320,2,01-12-2022,06-12-2022,28,Completed,Failed,16:51:29,22:24:22
16352,661,320,2,01-12-2022,08-12-2022,28,Confirmed,Pending,18:26:15,02:26:45
22498,912,320,2,05-12-2022,11-12-2022,28,Completed,Paid,10:07:53,21:49:07
32310,1319,320,2,05-12-2022,12-12-2022,28,Cancelled,Paid,12:29:40,02:52:22
14538,587,320,2,12-12-2022,14-12-2022,28,Confirmed,Paid,08:48:11,07:37:12
18577,748,320,2,09-12-2022,17-12-2022,28,Confirmed,Pending,04:40:22,01:37:10
1467,64,320,2,15-12-2022,20-12-2022,28,Cancelled,Pending,17:26:46,05:12:57
3252,136,320,2,16-12-2022,25-12-2022,28,Cancelled,Failed,21:05:39,08:28:09
16585,667,320,2,19-12-2022,26-12-2022,28,Cancelled,Refunded,21:30:14,13:54:49
18575,748,320,2,25-12-2022,31-12-2022,28,Cancelled,Paid,13:46:35,18:19:30
16357,661,320,2,25-12-2022,02-01-2023,28,Completed,Pending,12:38:47,03:14:47
16354,661,320,2,02-01-2023,04-01-2023,28,Completed,Paid,13:30:20,07:24:37
328,13,320,2,05-01-2023,07-01-2023,28,Confirmed,Pending,15:08:15,01:06:33
13664,551,320,2,04-01-2023,10-01-2023,28,Confirmed,Failed,03:15:58,06:28:29
32636,1331,320,2,07-01-2023,14-01-2023,28,Confirmed,Failed,01:24:16,09:17:59
31588,1286,320,2,07-01-2023,16-01-2023,28,Confirmed,Failed,09:20:51,17:32:58
16340,661,320,2,08-01-2023,18-01-2023,28,Cancelled,Pending,13:35:41,02:31:55
3426,144,320,2,16-01-2023,22-01-2023,28,Cancelled,Refunded,10:04:12,03:31:16
32228,1315,321,2,13-12-2019,23-12-2019,46,Cancelled,Pending,02:48:53,20:19:59
27988,1134,321,2,16-12-2019,26-12-2019,46,Confirmed,Paid,22:54:23,03:34:30
28094,1139,321,2,22-12-2019,30-12-2019,46,Confirmed,Refunded,09:06:12,03:29:53
28092,1139,321,2,29-12-2019,04-01-2020,46,Completed,Pending,09:11:40,08:59:43
31064,1261,321,2,31-12-2019,07-01-2020,46,Completed,Pending,21:43:46,01:23:47
17266,691,321,2,07-01-2020,09-01-2020,46,Completed,Paid,15:29:32,08:13:44
29344,1196,321,2,06-01-2020,12-01-2020,46,Cancelled,Failed,13:44:11,17:29:09
31049,1261,321,2,11-01-2020,17-01-2020,46,Cancelled,Refunded,10:57:45,03:55:12
9525,383,321,2,18-01-2020,20-01-2020,46,Confirmed,Pending,11:10:04,21:16:52
17284,691,321,2,19-01-2020,25-01-2020,46,Confirmed,Pending,16:29:35,21:16:37
9537,383,321,2,21-01-2020,29-01-2020,46,Confirmed,Refunded,01:01:46,00:10:25
11928,480,321,2,25-01-2020,30-01-2020,46,Completed,Paid,00:56:18,08:19:55
19091,772,321,2,26-01-2020,02-02-2020,46,Confirmed,Pending,13:26:58,09:58:01
9604,385,322,2,16-03-2018,24-03-2018,15,Cancelled,Refunded,03:39:36,09:59:13
17621,705,322,2,20-03-2018,29-03-2018,15,Completed,Pending,00:25:58,14:49:21
17611,705,322,2,23-03-2018,02-04-2018,15,Confirmed,Pending,08:52:53,04:43:30
19057,770,322,2,28-03-2018,05-04-2018,15,Cancelled,Failed,14:46:58,10:55:34
30237,1230,322,2,03-04-2018,07-04-2018,15,Confirmed,Failed,08:18:38,10:53:26
5564,228,322,2,30-03-2018,09-04-2018,15,Completed,Refunded,06:27:37,12:14:35
1671,70,322,2,01-04-2018,10-04-2018,15,Confirmed,Refunded,05:06:21,17:31:02
9615,385,322,2,01-04-2018,11-04-2018,15,Cancelled,Paid,07:06:24,02:40:00
9597,385,322,2,03-04-2018,13-04-2018,15,Cancelled,Paid,09:28:14,19:22:22
12785,511,323,2,19-07-2015,26-07-2015,45,Confirmed,Pending,16:37:40,04:18:41
1234,52,323,2,22-07-2015,30-07-2015,45,Confirmed,Paid,17:37:21,10:25:30
2837,119,323,2,27-07-2015,03-08-2015,45,Confirmed,Paid,05:45:27,13:08:51
14296,578,323,2,27-07-2015,05-08-2015,45,Completed,Refunded,03:40:49,17:47:11
32734,1335,324,2,26-06-2018,28-06-2018,27,Completed,Pending,21:59:15,00:20:45
7802,307,324,2,22-06-2018,30-06-2018,27,Cancelled,Refunded,03:11:23,09:53:33
25764,1039,324,2,01-07-2018,05-07-2018,27,Confirmed,Failed,13:04:57,14:21:57
7618,300,324,2,29-06-2018,09-07-2018,27,Confirmed,Failed,19:19:50,02:10:24
14016,565,324,2,05-07-2018,13-07-2018,27,Confirmed,Paid,12:35:49,14:46:35
32974,833,324,2,04-07-2018,14-07-2018,27,Completed,Refunded,10:49:18,01:08:41
16047,646,324,2,14-07-2018,19-07-2018,27,Cancelled,Pending,10:27:07,10:51:03
32871,1339,324,2,20-07-2018,23-07-2018,27,Cancelled,Failed,21:40:16,06:56:41
30624,1243,324,2,16-07-2018,24-07-2018,27,Cancelled,Refunded,00:31:31,18:49:21
25628,1035,324,2,16-07-2018,26-07-2018,27,Confirmed,Pending,13:17:23,08:21:18
32862,1339,324,2,25-07-2018,29-07-2018,27,Cancelled,Failed,00:59:22,02:15:56
32883,1339,324,2,21-07-2018,30-07-2018,27,Completed,Pending,01:32:16,12:13:28
25757,1039,324,2,31-07-2018,04-08-2018,27,Confirmed,Paid,15:50:24,21:53:58
32867,1339,324,2,05-08-2018,08-08-2018,27,Cancelled,Refunded,06:50:40,17:59:12
19982,806,324,2,06-08-2018,12-08-2018,27,Cancelled,Failed,14:55:36,10:49:36
9380,375,325,2,17-11-2021,27-11-2021,25,Cancelled,Refunded,13:15:02,23:07:54
113,3,325,2,30-11-2021,02-12-2021,25,Cancelled,Refunded,14:18:22,04:54:15
21315,866,325,2,01-12-2021,06-12-2021,25,Cancelled,Refunded,20:17:48,13:12:23
31029,1259,325,2,06-12-2021,08-12-2021,25,Cancelled,Pending,11:30:26,08:44:25
98,3,325,2,05-12-2021,11-12-2021,25,Confirmed,Failed,02:44:47,06:34:17
23231,941,325,2,09-12-2021,13-12-2021,25,Completed,Failed,07:50:49,01:41:36
23855,964,325,2,09-12-2021,17-12-2021,25,Completed,Refunded,09:31:26,12:43:43
1170,49,325,2,15-12-2021,22-12-2021,25,Confirmed,Pending,13:56:20,09:40:41
3480,146,325,2,14-12-2021,24-12-2021,25,Confirmed,Failed,11:24:32,17:13:50
13658,550,326,2,01-03-2021,11-03-2021,50,Completed,Failed,21:34:42,05:11:52
32960,550,326,2,05-03-2021,12-03-2021,50,Confirmed,Refunded,09:20:17,19:41:23
20860,847,326,2,10-03-2021,13-03-2021,50,Cancelled,Refunded,12:52:18,19:27:07
2337,97,326,2,09-03-2021,14-03-2021,50,Confirmed,Pending,11:34:07,04:26:58
11014,442,326,2,09-03-2021,18-03-2021,50,Completed,Refunded,16:41:59,18:43:23
13630,550,326,2,20-03-2021,22-03-2021,50,Completed,Pending,14:55:47,04:43:42
28357,1151,326,2,15-03-2021,23-03-2021,50,Completed,Refunded,09:32:29,19:49:50
904,38,326,2,18-03-2021,26-03-2021,50,Confirmed,Refunded,04:54:46,22:39:16
29333,1195,326,2,20-03-2021,27-03-2021,50,Completed,Refunded,04:03:21,05:44:34
15247,611,326,2,27-03-2021,29-03-2021,50,Cancelled,Failed,10:37:22,17:27:04
28343,1151,326,2,26-03-2021,03-04-2021,50,Completed,Pending,13:52:58,04:27:13
305,12,326,2,03-04-2021,07-04-2021,50,Confirmed,Pending,05:27:02,07:42:08
10991,442,326,2,01-04-2021,09-04-2021,50,Completed,Refunded,15:43:38,03:02:15
13346,539,326,2,11-04-2021,14-04-2021,50,Cancelled,Failed,13:26:42,01:50:44
15265,611,326,2,11-04-2021,15-04-2021,50,Confirmed,Failed,11:29:14,08:03:01
8677,340,326,2,12-04-2021,20-04-2021,50,Confirmed,Paid,03:13:22,07:50:02
13637,550,326,2,17-04-2021,21-04-2021,50,Confirmed,Failed,19:07:09,17:24:03
33030,1306,327,2,28-07-2015,01-08-2015,9,Cancelled,Pending,08:49:26,01:05:33
804,31,327,2,30-07-2015,04-08-2015,9,Confirmed,Pending,15:48:56,00:44:44
32016,1305,327,2,28-07-2015,05-08-2015,9,Completed,Failed,10:52:36,03:11:24
27769,1124,327,2,01-08-2015,07-08-2015,9,Confirmed,Refunded,18:10:51,11:49:32
7549,296,327,2,06-08-2015,09-08-2015,9,Cancelled,Failed,06:57:05,14:28:07
9220,365,327,2,03-08-2015,10-08-2015,9,Completed,Failed,02:32:21,11:52:24
7539,296,327,2,06-08-2015,13-08-2015,9,Confirmed,Pending,21:18:52,22:14:21
168,6,327,2,11-08-2015,14-08-2015,9,Cancelled,Failed,08:54:02,09:36:47
28606,1164,327,2,15-08-2015,19-08-2015,9,Cancelled,Failed,17:29:09,14:10:07
18012,721,328,2,29-08-2018,06-09-2018,29,Confirmed,Failed,01:16:47,02:48:55
30930,1255,328,2,30-08-2018,09-09-2018,29,Completed,Paid,00:32:20,08:37:37
19675,794,328,2,06-09-2018,11-09-2018,29,Cancelled,Pending,11:38:38,04:05:38
27583,1115,328,2,06-09-2018,16-09-2018,29,Cancelled,Pending,04:38:02,20:31:27
18293,731,328,2,13-09-2018,20-09-2018,29,Cancelled,Paid,16:42:27,06:18:07
25996,1047,328,2,19-09-2018,21-09-2018,29,Confirmed,Paid,23:22:36,03:22:39
32192,1313,328,2,19-09-2018,25-09-2018,29,Confirmed,Refunded,18:21:30,17:28:22
154,5,328,2,24-09-2018,30-09-2018,29,Cancelled,Refunded,00:57:42,16:48:41
32133,1310,328,2,30-09-2018,04-10-2018,29,Confirmed,Refunded,10:40:50,03:06:09
139,5,328,2,28-09-2018,05-10-2018,29,Cancelled,Pending,12:34:34,09:20:31
18794,759,328,2,02-10-2018,08-10-2018,29,Completed,Refunded,19:17:10,21:05:06
32206,1313,328,2,30-09-2018,09-10-2018,29,Cancelled,Failed,21:51:09,08:29:18
9183,362,328,2,05-10-2018,13-10-2018,29,Confirmed,Paid,12:16:22,00:39:25
29495,1200,328,2,07-10-2018,15-10-2018,29,Completed,Paid,12:10:57,08:46:30
18796,759,328,2,13-10-2018,17-10-2018,29,Confirmed,Paid,17:27:24,00:18:35
141,5,328,2,15-10-2018,20-10-2018,29,Cancelled,Pending,07:36:05,22:04:49
18396,739,328,2,23-10-2018,25-10-2018,29,Cancelled,Refunded,18:07:43,11:40:07
32141,1310,328,2,25-10-2018,28-10-2018,29,Cancelled,Pending,09:49:54,01:38:03
29512,1201,328,2,30-10-2018,02-11-2018,29,Cancelled,Paid,04:29:12,08:53:47
29528,1201,328,2,28-10-2018,07-11-2018,29,Completed,Failed,20:04:13,08:06:30
12291,492,328,2,02-11-2018,10-11-2018,29,Cancelled,Paid,23:27:21,08:37:58
25987,1047,328,2,10-11-2018,12-11-2018,29,Cancelled,Failed,20:20:23,05:03:32
9667,387,328,2,06-11-2018,14-11-2018,29,Cancelled,Pending,13:58:52,20:33:26
18772,759,328,2,14-11-2018,16-11-2018,29,Completed,Failed,16:45:46,15:47:03
9657,387,328,2,14-11-2018,18-11-2018,29,Cancelled,Failed,02:33:24,17:57:38
9150,362,328,2,13-11-2018,19-11-2018,29,Cancelled,Failed,10:06:33,02:55:11
29498,1200,328,2,16-11-2018,21-11-2018,29,Confirmed,Pending,13:17:39,09:51:13
30923,1255,328,2,16-11-2018,23-11-2018,29,Cancelled,Refunded,10:18:02,04:13:24
18886,765,328,2,19-11-2018,26-11-2018,29,Cancelled,Pending,02:34:58,15:39:52
11642,469,328,2,17-11-2018,27-11-2018,29,Cancelled,Pending,11:52:11,23:08:11
2695,113,329,2,29-01-2017,01-02-2017,31,Cancelled,Failed,21:16:48,15:24:58
18515,745,329,2,26-01-2017,03-02-2017,31,Cancelled,Refunded,15:37:37,20:11:27
2681,113,329,2,28-01-2017,05-02-2017,31,Completed,Paid,00:28:13,15:05:32
6728,270,329,2,04-02-2017,09-02-2017,31,Completed,Refunded,21:39:03,07:43:15
2694,113,329,2,05-02-2017,12-02-2017,31,Confirmed,Pending,19:26:44,03:21:47
29112,1184,329,2,11-02-2017,16-02-2017,31,Cancelled,Failed,23:24:26,11:39:49
29090,1184,329,2,13-02-2017,18-02-2017,31,Completed,Paid,23:04:51,15:20:04
5203,211,329,2,16-02-2017,20-02-2017,31,Cancelled,Paid,10:16:43,09:05:08
32394,1324,329,2,20-02-2017,24-02-2017,31,Confirmed,Refunded,10:27:46,02:03:00
19128,773,329,2,20-02-2017,27-02-2017,31,Completed,Refunded,06:52:44,09:34:28
1305,56,329,2,28-02-2017,04-03-2017,31,Completed,Refunded,21:54:58,17:51:32
2666,113,329,2,03-03-2017,05-03-2017,31,Cancelled,Failed,16:34:14,11:04:41
2687,113,329,2,27-02-2017,07-03-2017,31,Confirmed,Refunded,18:17:57,22:15:02
19122,773,329,2,05-03-2017,11-03-2017,31,Confirmed,Failed,19:19:28,23:26:26
2684,113,329,2,05-03-2017,15-03-2017,31,Confirmed,Pending,14:31:25,14:39:40
8032,316,329,2,10-03-2017,19-03-2017,31,Confirmed,Pending,22:47:06,10:37:34
23610,955,329,2,20-03-2017,22-03-2017,31,Completed,Pending,05:25:08,09:40:30
6720,270,329,2,19-03-2017,27-03-2017,31,Cancelled,Refunded,10:00:05,17:13:04
29088,1184,329,2,25-03-2017,29-03-2017,31,Confirmed,Failed,14:28:33,04:21:17
15851,637,329,2,29-03-2017,31-03-2017,31,Cancelled,Failed,14:05:43,04:17:51
19148,773,329,2,24-03-2017,02-04-2017,31,Confirmed,Pending,22:52:16,20:40:02
30805,1251,329,2,02-04-2017,07-04-2017,31,Cancelled,Refunded,10:17:38,20:06:43
6714,270,329,2,02-04-2017,10-04-2017,31,Cancelled,Paid,17:14:00,05:55:34
29104,1184,329,2,03-04-2017,13-04-2017,31,Confirmed,Paid,02:08:58,21:50:35
8267,325,329,2,08-04-2017,16-04-2017,31,Completed,Paid,06:16:38,08:08:22
31480,1280,329,2,11-04-2017,18-04-2017,31,Completed,Pending,23:42:41,02:09:54
7307,289,329,2,16-04-2017,21-04-2017,31,Confirmed,Paid,20:12:03,15:39:48
5582,229,330,2,31-07-2024,03-08-2024,12,Confirmed,Failed,09:55:02,12:51:42
3869,159,330,2,04-08-2024,08-08-2024,12,Confirmed,Failed,15:11:05,15:35:35
11411,459,330,2,01-08-2024,11-08-2024,12,Confirmed,Failed,10:20:55,18:48:47
2281,94,330,2,06-08-2024,14-08-2024,12,Completed,Paid,01:46:01,12:09:06
18715,757,330,2,10-08-2024,17-08-2024,12,Cancelled,Failed,18:11:53,14:17:36
28843,1174,330,2,16-08-2024,20-08-2024,12,Cancelled,Paid,12:32:30,20:08:53
22448,911,330,2,22-08-2024,24-08-2024,12,Completed,Failed,21:16:41,10:42:28
22444,911,330,2,18-08-2024,26-08-2024,12,Completed,Failed,14:04:26,15:16:56
20728,841,330,2,25-08-2024,28-08-2024,12,Completed,Refunded,04:55:29,09:43:45
31520,1282,330,2,23-08-2024,02-09-2024,12,Completed,Refunded,10:21:18,19:58:18
19656,793,330,2,29-08-2024,03-09-2024,12,Cancelled,Pending,13:24:31,04:43:48
843,32,330,2,30-08-2024,05-09-2024,12,Completed,Failed,05:41:26,17:25:50
28543,1158,331,2,22-01-2021,28-01-2021,53,Cancelled,Failed,00:23:21,17:13:31
26879,1083,331,2,26-01-2021,02-02-2021,53,Cancelled,Pending,22:55:17,06:35:15
987,41,331,2,05-02-2021,07-02-2021,53,Completed,Failed,09:34:49,11:42:12
1864,77,331,2,05-02-2021,11-02-2021,53,Confirmed,Refunded,18:56:52,01:45:24
29141,1186,331,2,11-02-2021,14-02-2021,53,Cancelled,Pending,19:10:44,00:30:41
27948,1132,331,2,13-02-2021,16-02-2021,53,Confirmed,Refunded,21:59:35,22:33:03
622,24,331,2,13-02-2021,17-02-2021,53,Cancelled,Failed,08:52:23,21:41:05
27934,1132,331,2,09-02-2021,19-02-2021,53,Confirmed,Paid,13:12:31,05:21:53
26156,1053,331,2,15-02-2021,23-02-2021,53,Confirmed,Refunded,15:46:10,05:58:30
8580,336,331,2,19-02-2021,27-02-2021,53,Confirmed,Pending,18:09:12,05:32:58
28560,1158,331,2,21-02-2021,01-03-2021,53,Completed,Refunded,07:20:10,07:54:21
630,24,331,2,03-03-2021,05-03-2021,53,Confirmed,Failed,09:38:35,12:33:52
638,24,331,2,06-03-2021,08-03-2021,53,Cancelled,Pending,00:17:54,06:05:20
29621,1205,331,2,08-03-2021,10-03-2021,53,Completed,Paid,06:12:24,13:07:48
6932,277,331,2,10-03-2021,14-03-2021,53,Cancelled,Paid,10:24:40,16:41:38
5356,219,331,2,08-03-2021,17-03-2021,53,Cancelled,Pending,03:53:00,17:36:50
26875,1083,331,2,14-03-2021,18-03-2021,53,Cancelled,Refunded,02:52:06,22:19:55
9333,371,331,2,21-03-2021,23-03-2021,53,Cancelled,Refunded,04:48:27,22:39:20
10081,406,331,2,21-03-2021,25-03-2021,53,Confirmed,Refunded,09:25:33,11:14:08
